vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,600.perlbench_s,t_600.perlbench_s,602.gcc_s,t_602.gcc_s,605.mcf_s,t_605.mcf_s,620.omnetpp_s,t_620.omnetpp_s,623.xalancbmk_s,t_623.xalancbmk_s,625.x264_s,t_625.x264_s,631.deepsjeng_s,t_631.deepsjeng_s,641.leela_s,t_641.leela_s,648.exchange2_s,t_648.exchange2_s,657.xz_s,t_657.xz_s
Intel,Lenovo Global Technology,Xeon Gold 6252,Lenovo Global Technology,2100,3700,x86_64,192,2,24,4,4,32,32,1024.0,36608.0,1584959308,48,33554432.0,2933,960.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,xfs,192,cpu2017-20190926-18605.csv,6.554993,270.785937,9.591231,415.17089,12.015458,392.910532,8.427625,193.530212,11.803748,120.046619,13.789529,127.923155,5.191736,276.015568,4.52075,377.371045,15.788738,186.208671,24.639515,250.897798
Intel,Lenovo Global Technology,Xeon Platinum 8168,Lenovo Global Technology,2700,3700,x86_64,96,1,24,4,4,32,32,1024.0,33792.0,1584967852,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,96,cpu2017-20180806-08184.csv,6.192848,286.620963,9.320016,427.252503,10.952743,431.033566,7.090564,230.02402,9.489742,149.319135,11.83637,149.032175,4.92618,290.894758,4.334359,393.59914,13.328799,220.575007,24.028617,257.276564
Intel,Supermicro,Xeon Platinum 8180,Supermicro,2500,3800,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,394859192,12,33554432.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20180612-06890.csv,6.409324,276.940296,9.203028,432.683664,11.187474,421.989809,7.395562,220.537657,9.571111,148.049685,12.186193,144.75399,5.213123,274.883235,4.454021,383.024677,13.714485,214.371889,23.663256,261.248917
Intel,Fujitsu,Xeon E-2186G,Fujitsu,3800,4700,x86_64,12,2,6,1,1,32,32,256,12288.0,65543968,4,16777216.0,2666,240.0,RHEL,7.5,Red Hat Enterprise Linux Server release 7.5,C/C++: Version 19.0.0.117 of Intel C/C++,Yes,xfs,12,cpu2017-20181113-09783.csv,7.630566,232.617092,12.403967,321.026325,15.497838,304.623138,7.138171,228.489915,12.308021,115.128178,17.018332,103.652929,6.808964,210.457876,5.654216,301.721786,16.529813,177.860452,13.892001,445.004303
Intel,NEC Corporation,Xeon Gold 5122,NEC Corporation,3600,3700,x86_64,8,1,4,2,2,32,32,1024.0,16896.0,197752356,12,16777216.0,2666,600.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,8,cpu2017-20180709-07627.csv,6.132154,289.457815,8.585581,463.800902,10.954035,430.982757,5.43195,300.260505,9.162483,154.652403,11.347589,155.451527,5.095622,281.221809,4.36021,391.265533,13.271295,221.530752,13.323919,463.97759
Intel,Supermicro,Xeon E-2174G,Supermicro,3800,4700,x86_64,4,1,4,1,1,32,32,256,8192.0,65690624,4,16777216.0,2666,4096.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,4,cpu2017-20181112-09667.csv,7.277263,243.91037,12.076822,329.722513,15.284892,308.867088,6.657225,244.996986,11.916308,118.912671,14.355411,122.880496,6.737693,212.684082,5.412599,315.190516,16.892971,174.036881,9.210295,671.205408
Intel,Dell Inc.,Xeon Platinum 8276M,Dell Inc.,2200,4000,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,394672236,12,33554432.0,2933,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,56,cpu2017-20190611-15294.csv,6.662984,266.397171,9.648259,412.716957,12.218485,386.381776,9.283874,175.680975,12.760169,111.04869,14.566688,121.098218,5.58779,256.452013,4.893558,348.621594,14.444222,203.541603,22.120634,279.467575
Intel,Huawei,Xeon Gold 6142,Huawei,2600,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394174996,12,33554432.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20180522-05756.csv,6.176272,287.390201,9.415611,422.914667,11.278091,418.599227,6.140143,265.628992,9.545027,148.454269,11.4802,153.65586,5.193006,275.948071,4.311356,395.699139,13.441183,218.73075,22.412365,275.829882
Intel,Hewlett Packard Enterprise,Xeon Gold 6238M,HPE,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,395623288,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,44,cpu2017-20190624-15617.csv,6.478986,273.962605,9.086622,438.226672,11.997025,393.514224,8.284481,196.87413,11.613871,122.009273,13.77179,128.087921,5.199809,275.587056,4.50246,378.903995,13.275622,221.458554,21.806029,283.499583
Intel,Lenovo Global Technology,Xeon Gold 6240M,Lenovo Global Technology,2600,3900,x86_64,72,2,18,2,2,32,32,1024.0,25344.0,395875284,12,33554432.0,2933,480.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,72,cpu2017-20191014-19109.csv,6.813492,260.512517,9.813411,405.771261,12.525715,376.904622,7.65559,213.046928,12.381832,114.441865,13.998896,126.009939,5.457099,262.593751,4.763414,358.146465,16.646121,176.617723,23.531963,262.706515
Intel,Lenovo Global Technology,Xeon Gold 5217,Lenovo Global Technology,3000,3700,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,395884420,24,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,32,cpu2017-20190415-12023.csv,6.166634,287.839343,8.776418,453.715843,11.919381,396.077609,5.428939,300.427038,11.814672,119.935619,13.045545,135.218576,5.220227,274.509145,4.522544,377.221314,13.347936,220.258777,20.661487,299.204018
Intel,NEC Corporation,Xeon Silver 4208,NEC Corporation,2100,3200,x86_64,16,2,8,1,1,32,32,1024.0,11264.0,98657384,6,16777216.0,2933,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,16,cpu2017-20200329-21512.csv,5.136796,345.546161,7.269211,547.789844,10.129742,466.053338,5.033636,324.020275,9.70179,146.055525,11.257491,156.695662,4.62237,310.014133,3.743644,455.705668,12.799038,229.704766,13.625107,453.721205
Intel,ASUSTeK Computer Inc.,Xeon Silver 4116,ASUSTeK Computer Inc.,2100,3000,x86_64,24,1,12,2,2,32,32,1024.0,16896.0,791931416,24,33554432.0,2666,1024.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,48,cpu2017-20190411-11815.csv,5.259711,337.471024,7.676324,518.737892,10.105218,467.184362,5.600739,291.211546,9.68281,146.341812,10.990634,160.500302,4.289743,334.052612,3.635944,469.204173,10.782866,272.654783,16.935976,365.021774
Intel,Dell Inc.,Xeon Gold 6210U,Dell Inc.,2500,3900,x86_64,20,1,20,1,1,32,32,1024.0,28160.0,196498784,6,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,20,cpu2017-20190916-17955.csv,6.755852,262.735189,9.554883,416.750276,12.367046,381.740306,8.089284,201.624771,12.474019,113.596111,14.516228,121.519168,5.680872,252.249995,4.766504,357.914275,16.688433,176.169922,19.503902,316.96221
Intel,Dell Inc.,Xeon Gold 6222V,Dell Inc.,1800,3600,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,394657708,12,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,40,cpu2017-20200316-21264.csv,5.907702,300.455211,8.872435,448.805771,11.132186,424.085628,5.617322,290.351871,11.109678,127.546452,12.359134,142.728449,4.961285,288.836478,4.18013,408.121249,14.655427,200.608286,20.53554,301.039071
Intel,Dell Inc.,Xeon Platinum 8170,Dell Inc.,2100,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,196710576,12,16777216.0,2666,1024.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,52,cpu2017-20180305-03838.csv,6.207961,285.923189,9.559691,416.540666,11.084279,425.918539,7.370578,221.285221,9.489787,149.318427,11.924364,147.932412,5.049322,283.800504,4.333197,393.704697,13.268837,221.571788,22.787655,271.287244
Intel,Dell Inc.,Xeon Platinum 8268,Dell Inc.,2900,3900,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,394694032,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,48,cpu2017-20190611-15331.csv,6.544733,271.210465,9.649574,412.660724,12.090586,390.469077,8.930137,182.639974,12.480458,113.537504,14.482628,121.801095,5.476067,261.684159,4.771303,357.5543,14.054292,209.18876,21.825431,283.24756
Intel,Dell Inc.,Xeon Gold 6142,Dell Inc.,2600,3700,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,791225344,48,16777216.0,2666,900.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,64,cpu2017-20171114-00608.csv,6.191785,286.670169,9.289207,428.669548,10.879907,433.919158,5.979614,272.7601,9.502573,149.117509,11.727877,150.410852,5.025091,285.16895,4.33443,393.592661,13.394175,219.498402,23.712586,260.705438
Intel,Supermicro,Xeon E-2144G,Supermicro,3600,4500,x86_64,8,2,4,1,1,32,32,256,8192.0,65877324,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,8,cpu2017-20190819-17143.csv,7.3022,243.0785,11.69366,340.52653,15.45997,305.36921,7.07123,230.65309,14.53355,97.49855,16.84371,104.72755,6.42136,223.16151,5.35762,318.4252,16.03918,183.30113,12.12353,509.91763
Intel,"New H3C Technologies Co., Ltd.",Xeon Gold 6130,"New H3C Technologies Co., Ltd.",2100,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394623744,12,33554432.0,2666,1024.0,RHEL,7.5,Red Hat Enterprise Linux Server release 7.5,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,32,cpu2017-20190418-12179.csv,6.433261,275.909839,9.244466,430.744196,11.984915,393.911839,7.02099,232.303418,11.817832,119.903545,13.59813,129.723724,5.19719,275.725916,4.514976,377.853594,13.230819,222.208465,21.248521,290.937895
Intel,Cisco Systems,Xeon Platinum 8170M,Cisco Systems,2100,3700,x86_64,104,1,26,4,4,32,32,1024.0,36608.0,1583916036,48,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,104,cpu2017-20181127-09978.csv,6.287373,282.311875,9.415296,422.928822,10.860692,434.686849,7.316284,222.927362,9.478342,149.498716,11.651757,151.393478,5.08238,281.954541,4.369722,390.413863,13.305387,220.963125,24.543352,251.88084
Intel,Dell Inc.,Xeon Silver 4216,Dell Inc.,2100,3200,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394667836,12,33554432.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,32,cpu2017-20191028-19267.csv,5.688384,312.039394,8.48309,469.404417,10.9412,431.488327,6.673195,244.410677,10.342369,137.009232,11.607237,151.974151,4.632215,309.355258,3.919772,435.229443,13.676698,214.964161,19.544456,316.304529
Intel,Dell Inc.,Xeon Platinum 8280,Dell Inc.,2700,4000,x86_64,112,1,28,4,4,32,32,1024.0,39424.0,791044008,24,33554432.0,2933,1536.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,tmpfs,112,cpu2017-20190317-11153.csv,6.735459,263.530675,9.569011,416.134948,12.045943,391.91618,9.583544,170.187572,12.744834,111.182306,14.553823,121.205267,5.54585,258.391402,4.889087,348.940385,14.458796,203.336428,23.768672,260.090261
Intel,Lenovo Global Technology,Xeon Gold 6142F,Lenovo Global Technology,2600,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,395893916,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20180709-07715.csv,6.187397,286.873467,9.220735,431.852754,10.859636,434.729134,5.881953,277.288853,9.401786,150.716046,11.698072,150.794081,5.046765,283.944284,4.332877,393.733776,13.357506,220.100971,21.563183,286.692366
Intel,Cisco Systems,Xeon Gold 6134M,Cisco Systems,3200,3700,x86_64,32,1,8,4,4,32,32,1024.0,25344.0,1583914640,48,33554432.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.0.117 of Intel C/C++,Yes,xfs,32,cpu2017-20190219-11064.csv,6.225704,285.108334,9.13432,435.938312,10.995679,429.350484,6.140508,265.613189,9.534525,148.61778,13.110518,134.548457,5.17161,277.089746,4.509129,378.343571,13.44842,218.613039,22.477747,275.027564
Intel,Huawei,Xeon Gold 5115,Huawei,2400,3200,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394148704,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,40,cpu2017-20180127-03109.csv,5.264152,337.186344,7.90859,503.50318,9.798668,481.800162,4.597141,354.785708,8.220652,172.370759,9.811193,179.794647,4.542375,315.473721,3.726959,457.745881,11.611226,253.203247,17.735989,348.556819
Intel,Hewlett Packard Enterprise,Xeon Gold 6244,HPE,3600,4400,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,395903464,12,33554432.0,2933,600.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,16,cpu2017-20190319-11377.csv,7.598655,233.593982,10.061024,395.784767,13.599844,347.136344,8.313256,196.19268,13.591054,104.25976,15.287624,115.38745,6.04822,236.929202,5.353305,318.68163,15.788224,186.214735,22.610889,273.408089
Intel,ASUSTeK Computer Inc.,Xeon Silver 4216,ASUSTeK Computer Inc.,2100,3200,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,791113864,24,33554432.0,2933,1024.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,32,cpu2017-20190805-16607.csv,5.84534,303.66084,8.9479,445.02055,11.42073,413.37107,7.08739,230.12709,10.5663,134.10559,11.92867,147.87898,4.78271,299.62095,4.00474,425.99504,14.00817,209.87755,20.53421,301.0586
Intel,Lenovo Global Technology,Xeon Platinum 8153,Lenovo Global Technology,2000,2800,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,395882760,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,32,cpu2017-20171211-01499.csv,4.764885,372.516885,7.510324,530.203461,8.936406,528.288436,5.245047,310.960038,7.366724,192.351444,9.001545,195.966366,3.993584,358.825597,3.284253,519.448382,10.107201,290.881731,17.854516,346.242926
AMD,Hewlett Packard Enterprise,EPYC 7452,HPE,2350,3350,x86_64,32,1,32,1,4,32,32,512,131072.0,528112540,8,67108864.0,3200,800.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,32,cpu2017-20200427-22124.csv,4.774938,371.73258,9.629536,413.51939,14.774569,319.535553,5.037551,323.768443,9.179747,154.361549,12.486413,141.273563,4.865848,294.501616,4.136287,412.447156,16.256727,180.848212,19.966812,309.613776
Intel,ASUSTeK Computer Inc.,Xeon Gold 5218B,ASUSTeK Computer Inc.,2300,3900,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,791113856,24,33554432.0,2933,1024.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,32,cpu2017-20190722-16305.csv,7.07121,251.01774,10.49649,379.36505,13.45541,350.86251,8.10213,201.30509,12.74139,111.21234,11.9955,147.05518,5.70899,251.00769,4.89687,348.38591,17.05963,172.33663,23.58678,262.09597
Intel,NEC Corporation,Xeon Gold 6146,NEC Corporation,3200,4200,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,197749236,24,8388608.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,24,cpu2017-20180809-08264.csv,7.007621,253.295662,9.84962,404.27956,12.173378,387.813481,7.016915,232.438314,10.410702,136.109934,11.960629,147.483879,5.682478,252.178713,4.941699,345.225428,15.026097,195.659585,22.797961,271.164597
Intel,Dell Inc.,Xeon Gold 6234,Dell Inc.,3300,4000,x86_64,32,1,8,4,4,32,32,1024.0,25344.0,791038392,24,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,32,cpu2017-20191014-19019.csv,6.856299,258.886011,9.430385,422.252113,12.185875,387.415755,7.629452,213.776832,12.650954,112.00736,14.601003,120.813618,5.585788,256.543933,4.893599,348.618697,17.076819,172.163216,21.806022,283.499666
Intel,ASUSTeK Computer Inc.,Xeon E-2174G,ASUSTeK Computer Inc.,3800,4700,x86_64,8,2,4,1,1,32,32,256,8192.0,65859104,4,16777216.0,2666,500.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,8,cpu2017-20190315-11147.csv,7.398121,239.925794,12.246495,325.15426,15.390673,306.744219,6.719554,242.724435,12.078764,117.313331,17.026509,103.603149,6.792584,210.965376,5.675792,300.574775,16.911652,173.844638,12.414002,497.986084
Intel,Lenovo Global Technology,Xeon Gold 6148F,Lenovo Global Technology,2400,3700,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,395892872,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,40,cpu2017-20180706-07577.csv,6.163631,287.979623,9.274947,429.328611,10.786293,437.685138,6.703576,243.302976,9.45321,149.896178,11.771646,149.851596,5.039936,284.328998,4.333323,393.693256,13.320008,220.720583,22.330199,276.844821
Intel,Cisco Systems,Xeon Gold 6134,Cisco Systems,3200,3700,x86_64,32,1,8,4,4,32,32,1024.0,25344.0,1583751412,48,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,32,cpu2017-20181113-09746.csv,6.292885,282.064564,9.223205,431.737108,10.935955,431.695256,6.128769,266.121956,9.527225,148.731665,11.546619,152.771999,5.084915,281.813959,4.377671,389.704913,13.28305,221.334716,22.541562,274.248965
Intel,Dell Inc.,Xeon Platinum 8270,Dell Inc.,2700,4000,x86_64,104,1,26,4,4,32,32,1024.0,36608.0,791044548,48,16777216.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,104,cpu2017-20190624-15417.csv,6.722582,264.035444,9.605969,414.53392,12.141737,388.824118,9.179694,177.674764,12.703886,111.540677,14.492049,121.721918,5.545316,258.416275,4.89191,348.739033,14.402,204.138314,23.631179,261.603534
Intel,Lenovo Global Technology,Xeon Gold 6230N,Lenovo Global Technology,2300,3900,x86_64,160,2,20,4,4,32,32,1024.0,28160.0,792236452,48,16777216.0,2933,960.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,xfs,160,cpu2017-20190917-18315.csv,6.857981,258.822543,9.858036,403.934432,12.511617,377.329334,7.929711,205.682156,12.425426,114.040358,14.338561,123.024897,5.440676,263.386395,4.763233,358.160091,16.63049,176.783728,25.086296,246.429368
Intel,Cisco Systems,Xeon Platinum 8160M,Cisco Systems,2100,3700,x86_64,96,1,24,4,4,32,32,1024.0,33792.0,1583914384,48,33554432.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.0.117 of Intel C/C++,Yes,xfs,96,cpu2017-20190222-11097.csv,6.259442,283.571582,9.318943,427.301667,10.979236,429.993493,7.052555,231.26372,9.608484,147.473843,13.220336,133.430798,5.173303,276.999062,4.504394,378.741321,13.361462,220.035806,24.135115,256.141314
Intel,Huawei,Xeon Gold 6244,Huawei,3600,4400,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,790792768,24,33554432.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,16,cpu2017-20190426-12389.csv,7.71917,229.9471,11.31694,351.86188,14.61323,323.06347,8.90343,183.18785,14.21747,99.66614,15.76895,111.86541,6.27941,228.20605,5.50491,309.90542,16.23581,181.0812,24.00021,257.58104
Intel,Lenovo Global Technology,Xeon E-2276G,Lenovo Global Technology,3800,4900,x86_64,12,2,6,1,1,32,32,256,12288.0,65795764,4,16777216.0,2666,960.0,RHEL,8.1,Red Hat Enterprise Linux 8.1,C/C++: Version 19.1.1.217 of Intel,Yes,xfs,12,cpu2017-20200609-22910.csv,7.899963,224.6846,12.752685,312.247962,23.577336,200.234668,9.00003,181.221623,16.944868,83.624141,20.339768,86.726654,7.487992,191.373064,6.002985,284.191927,21.173189,138.854849,14.536227,425.282308
Intel,Lenovo Global Technology,Xeon Gold 5218T,Lenovo Global Technology,2100,3800,x86_64,64,2,16,2,2,32,32,1024.0,22528.0,792239580,24,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,btrfs,64,cpu2017-20190902-17400.csv,6.666894,266.240923,9.503187,419.017313,12.223484,386.223765,7.145684,228.249676,12.134926,116.770382,11.230882,157.066913,5.330943,268.807996,4.645871,367.207761,16.191953,181.571676,22.404595,275.925537
Intel,Lenovo Global Technology,Xeon Silver 4114T,Lenovo Global Technology,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,395883556,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,20,cpu2017-20180122-02973.csv,4.959235,357.918131,7.419455,536.69709,9.184059,514.042858,4.47345,364.595544,7.599516,186.459235,9.438929,186.885612,4.216308,339.870838,3.5136,485.54188,10.857565,270.778948,16.866689,366.521258
Intel,Lenovo Global Technology,Xeon Silver 4215,Lenovo Global Technology,2500,3500,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,395884396,24,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,32,cpu2017-20190429-12929.csv,5.94248,298.696834,8.448859,471.30623,11.473884,411.456148,5.369163,303.771726,11.143666,127.157431,12.336878,142.985937,4.946266,289.713493,4.230394,403.272087,12.666222,232.113419,19.326441,319.87265
Intel,Cisco Systems,Xeon Gold 6230,Cisco Systems,2100,3900,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,791203904,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,40,cpu2017-20190625-15888.csv,6.855569,258.913599,9.781713,407.08617,12.531677,376.725309,7.856172,207.607463,12.399161,114.281925,14.508339,121.585248,5.452476,262.816368,4.778687,357.001831,16.725581,175.778649,22.773975,271.450196
