vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,500.perlbench_r,t_500.perlbench_r,502.gcc_r,t_502.gcc_r,505.mcf_r,t_505.mcf_r,520.omnetpp_r,t_520.omnetpp_r,523.xalancbmk_r,t_523.xalancbmk_r,525.x264_r,t_525.x264_r,531.deepsjeng_r,t_531.deepsjeng_r,541.leela_r,t_541.leela_r,548.exchange2_r,t_548.exchange2_r,557.xz_r,t_557.xz_r
Intel,Huawei,Xeon Silver 4108,Huawei,1800,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,395141652,12,33554432.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20180619-07125.csv,48.891904,1041.971858,59.53584,761.087848,82.869504,624.017253,45.727936,918.125889,67.035648,504.089938,118.2136,473.989401,55.800064,657.203668,49.749792,1065.170481,117.51696,713.428866,49.28432,701.237433
Intel,Cisco Systems,Xeon Platinum 8156,Cisco Systems,3600,3700,x86_64,16,2,4,2,4,32,32,1024.0,16896.0,791239432,24,33554432.0,2666,240.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,16,cpu2017-20190205-10967.csv,42.5648,598.428743,49.5792,456.965801,67.625632,382.340256,34.064864,616.236202,63.226256,267.230778,120.575488,232.352378,49.392768,371.228447,46.142144,574.225664,105.035392,399.103593,39.811024,434.050573
Intel,Dell Inc.,Xeon Gold 6134,Dell Inc.,3200,3700,x86_64,32,2,8,2,4,32,32,1024.0,25344.0,196681728,12,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,32,cpu2017-20180205-03337.csv,78.632,647.878834,89.597536,505.728108,126.33328,409.329968,60.385216,695.26968,112.354432,300.762529,213.570144,262.358754,89.926688,407.798813,83.901184,631.600194,196.645536,426.350888,67.724224,510.304846
Intel,Cisco Systems,Xeon Gold 5220S,Cisco Systems,2700,3900,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,790930536,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,72,cpu2017-20190916-17885.csv,153.153576,748.425172,169.011144,603.226543,270.28512,430.47876,138.118392,683.934894,229.366872,331.486435,405.36432,311.009109,165.576744,498.330938,153.296784,777.785447,399.921048,471.693109,134.749944,577.068958
Intel,Lenovo Global Technology,Xeon Gold 6242,Lenovo Global Technology,2800,3900,x86_64,128,2,16,4,8,32,32,1024.0,22528.0,1584786328,48,33554432.0,2933,800.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,128,cpu2017-20190805-16692.csv,325.736192,625.585972,334.7552,541.434494,572.970752,361.009679,272.587904,616.080034,478.860288,282.270211,887.407104,252.565027,356.390016,411.594021,343.793664,616.555967,760.646144,440.88833,278.832,495.782428
Intel,Supermicro,Xeon Gold 6126,Supermicro,2600,3700,x86_64,24,2,12,1,2,32,32,1024.0,19712.0,196490176,6,33554432.0,2666,2048.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,No,xfs,24,cpu2017-20180626-07446.csv,53.537904,713.662569,56.944776,596.788606,82.31832,471.146577,40.531176,776.883298,63.814416,397.151593,143.499048,292.852126,61.500768,447.213929,59.185104,671.520232,134.056848,469.054746,45.03264,575.582623
Intel,Lenovo Global Technology,Xeon Gold 6138,Lenovo Global Technology,2000,3700,x86_64,160,2,20,4,8,32,32,1024.0,28160.0,1584974008,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,160,cpu2017-20180122-03065.csv,292.10928,872.002289,310.47344,729.724442,460.9456,560.933934,246.58752,851.300098,362.5672,466.010263,755.4024,370.875141,328.62224,557.965969,319.836,828.424724,747.65632,560.685373,287.39632,601.260472
Intel,Fujitsu,Xeon Gold 6256,Fujitsu,3600,4500,x86_64,48,2,12,2,4,32,32,1024.0,33792.0,790872380,24,33554432.0,2933,240.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,48,cpu2017-20200317-21450.csv,141.869472,538.63593,159.990288,424.825786,254.019936,305.361865,118.080384,533.331543,233.65872,216.93178,399.709152,210.2729,162.760032,337.969975,153.29952,518.514267,381.493056,329.652144,120.481536,430.273361
Intel,Lenovo Global Technology,Xeon Platinum 8160M,Lenovo Global Technology,2100,3700,x86_64,192,2,24,4,8,32,32,1024.0,33792.0,1584974096,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,192,cpu2017-20180528-06018.csv,352.125504,868.054149,357.577152,760.317058,540.637056,573.900713,284.977728,883.942917,415.037376,488.515129,939.52608,357.831477,395.706816,556.048113,389.962752,815.339246,893.904,562.745006,334.814592,619.327688
Intel,NEC Corporation,Xeon Silver 4116,NEC Corporation,2100,3000,x86_64,48,2,12,2,2,32,32,1024.0,16896.0,197735008,12,16777216.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,48,cpu2017-20190121-10787.csv,81.583776,936.656912,92.622432,733.81774,131.1024,591.659725,70.76784,889.895634,106.879824,474.252381,206.538096,406.937033,91.844496,598.925279,86.529504,918.622971,202.976784,619.578301,72.97632,710.367649
Intel,Hewlett Packard Enterprise,Xeon Gold 6248,HPE,2500,3900,x86_64,160,2,20,4,8,32,32,1024.0,28160.0,792235756,24,33554432.0,2666,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,xfs,160,cpu2017-20191119-19955.csv,375.41632,678.50013,376.20752,602.220912,627.84288,411.822789,298.18688,703.98795,506.69088,333.457751,1005.86224,278.527218,409.51392,447.750352,396.12144,668.885786,870.08608,481.791419,322.36048,536.045784
Intel,Hewlett Packard Enterprise,Xeon Platinum 8260Y,HPE,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,395888044,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,96,cpu2017-20190610-15107.csv,217.299264,703.32508,228.853632,593.986692,367.594944,422.029789,181.95264,692.224251,299.584704,338.388419,570.114432,294.846077,236.302272,465.573243,228.80208,694.818765,508.111488,495.009444,190.872192,543.190814
Intel,Epsylon Sp. z o.o. Sp. Komandytowa,Xeon Gold 6134,Epsylon Sp. z o.o. Sp. Komandytowa,3200,3700,x86_64,32,2,8,2,2,32,32,1024.0,25344.0,131464776,8,16777216.0,2666,960.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,32,cpu2017-20180416-04933.csv,81.638624,624.018398,89.551936,505.985728,129.426976,399.545731,61.905568,678.194329,116.266592,290.642426,218.354016,256.610813,90.3448,405.91151,89.1064,594.704808,208.213344,402.663906,70.411072,490.831855
Intel,Cisco Systems,Xeon Bronze 3104,Cisco Systems,1700,1700,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,792192360,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,12,cpu2017-20190108-10662.csv,28.527828,669.662053,31.969908,531.499833,38.50296,503.649532,23.685804,664.701984,34.819188,363.937204,59.641752,352.303552,29.20794,470.83084,24.167124,822.27425,65.506836,479.949918,21.684948,597.649575
Intel,Dell Inc.,Xeon Platinum 8270,Dell Inc.,2700,4000,x86_64,104,2,26,2,4,32,32,1024.0,36608.0,394682860,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,104,cpu2017-20190513-13654.csv,258.532144,640.41541,240.380608,612.628434,401.755016,418.32461,187.012176,729.62104,326.553968,336.311921,666.649464,273.163059,279.82136,425.928852,263.416088,653.809686,596.36824,456.898937,212.766112,527.903703
Intel,Huawei,Xeon Gold 6132,Huawei,2600,3700,x86_64,56,2,14,2,4,32,32,1024.0,19712.0,394174376,12,33554432.0,2666,1800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,xfs,56,cpu2017-20181025-09292.csv,122.718232,726.477276,131.042576,605.116424,191.796528,471.833387,98.277536,747.596895,156.236192,378.503886,320.393304,306.048865,137.600232,466.394495,133.786296,693.165261,303.161824,483.96599,107.122848,564.585507
Intel,NEC Corporation,Xeon E-2286G,NEC Corporation,4000,4900,x86_64,12,2,6,1,1,32,32,256,12288.0,32789724,2,16777216.0,2666,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,12,cpu2017-20200329-21489.csv,37.864428,504.536823,39.020628,435.462026,57.551004,336.95326,23.252664,677.083664,50.823948,249.331281,108.531204,193.603297,41.556444,330.923407,38.351616,518.152815,101.607156,309.427042,28.355304,457.057252
Intel,Epsylon Sp. z o.o. Sp. Komandytowa,Xeon Gold 5122,Epsylon Sp. z o.o. Sp. Komandytowa,3600,3700,x86_64,16,2,4,2,2,32,32,1024.0,16896.0,394691832,24,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,16,cpu2017-20180216-03608.csv,41.270832,617.191447,49.913632,453.904031,68.822016,375.693723,33.816976,620.753337,61.607664,274.251561,114.870592,243.891836,47.120272,389.131902,44.334976,597.631983,104.41936,401.458133,39.78264,434.360395
Intel,NEC Corporation,Xeon Platinum 8160,NEC Corporation,2100,3700,x86_64,48,2,24,1,2,32,32,1024.0,33792.0,196475904,6,33554432.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,48,cpu2017-20180809-08234.csv,93.6084,816.33695,99.048432,686.209593,138.693024,559.278231,71.1636,884.946543,107.717424,470.564618,244.793568,343.342353,104.452704,526.630596,99.333024,800.217405,235.408608,534.22005,81.9528,632.559364
Intel,Lenovo Global Technology,Xeon Platinum 8260,Lenovo Global Technology,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,395870428,12,33554432.0,2933,480.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,No,xfs,96,cpu2017-20191028-19284.csv,220.895232,691.875458,228.051456,596.0759,371.575584,417.508567,177.57312,709.296448,306.840096,330.387119,565.447872,297.279415,237.697728,462.839955,231.233376,687.513155,607.52064,414.010601,190.310976,544.792494
Intel,Lenovo Global Technology,Xeon Gold 6140,Lenovo Global Technology,2300,3700,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,395892080,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,72,cpu2017-20171113-00501.csv,147.898656,775.0172,147.864384,689.496604,219.89376,529.128322,119.109384,793.0863,177.410664,428.565037,379.953792,331.808769,169.190712,487.686266,161.490168,738.323486,378.143496,498.858287,130.274784,596.892272
AMD,Hewlett Packard Enterprise,EPYC 7281,HPE,2100,2700,x86_64,64,2,16,2,8,32,64,512,32768.0,263832172,16,16777216.0,2666,480.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 1.0.0 of AOCC,No,btrfs,64,cpu2017-20180625-07292.csv,113.301184,899.26696,114.08672,794.342958,175.86592,588.084342,78.974336,1063.231386,135.427136,499.043169,295.023744,379.847368,148.682432,493.292973,122.815232,862.954891,252.724928,663.488101,83.0592,832.177515
AMD,Dell Inc.,EPYC 7642,Dell Inc.,2300,3300,x86_64,96,2,48,1,16,32,32,512,262144.0,263580124,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,No,xfs,96,cpu2017-20200119-20545.csv,212.267808,719.996218,220.458912,616.604582,309.815136,500.737363,125.577024,1002.986251,251.341536,403.339567,628.753824,267.347873,229.039296,480.336709,266.31888,596.938542,690.433056,364.293113,170.724096,607.295748
Intel,NEC Corporation,Xeon E-2246G,NEC Corporation,3600,4800,x86_64,12,2,6,1,1,32,32,256,12288.0,65717608,4,16777216.0,2666,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,12,cpu2017-20191111-19601.csv,36.918072,517.470224,37.760388,449.995402,54.81696,353.759142,21.870372,719.878057,49.122108,257.969357,99.785424,210.571849,38.654352,355.768531,35.279424,563.274409,100.165416,313.88079,26.408844,490.744593
Intel,Huawei,Xeon Silver 4108,Huawei,1800,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,395141240,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20180723-07885.csv,49.122176,1037.087332,60.440032,749.701801,81.612064,633.631715,46.48944,903.086545,69.557056,485.817019,118.571584,472.558407,55.82384,656.923728,49.794016,1064.223982,117.430624,713.95339,49.748224,694.698073
Intel,Hewlett Packard Enterprise,Xeon Platinum 8276M,HPE,2200,4000,x86_64,112,2,28,2,4,32,32,1024.0,39424.0,395885120,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,xfs,112,cpu2017-20190819-16830.csv,235.328128,757.68234,237.886208,666.671534,383.123104,472.412096,191.96688,765.465568,310.046912,381.464878,634.039504,309.305667,257.92144,497.639893,243.967248,760.233225,548.80224,534.691697,207.63176,582.569796
Intel,Hewlett Packard Enterprise,Xeon E-2234,HPE,3600,4800,x86_64,8,2,4,1,1,32,32,256,8192.0,65559328,4,16777216.0,2666,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,8,cpu2017-20191028-19245.csv,27.69484,459.869063,30.378584,372.894263,44.868832,288.128743,18.689064,561.611815,38.319472,220.462305,76.294352,183.604671,29.262208,313.305136,26.536224,499.242134,61.333856,341.736237,20.423736,423.037203
Intel,Huawei,Xeon Gold 6254,Huawei,3100,4000,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,394421228,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,72,cpu2017-20190425-12246.csv,195.157512,587.340864,197.913456,515.134285,329.91264,352.675191,162.986904,579.58032,273.618072,277.876367,534.322584,235.947354,210.8358,391.356748,203.56956,585.706369,448.969824,420.161876,166.531248,466.939406
Intel,Cisco Systems,Xeon Gold 6238M,Cisco Systems,2100,3700,x86_64,88,2,22,2,4,32,32,1024.0,30976.0,791211720,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,88,cpu2017-20191014-18987.csv,188.303456,743.990731,200.976864,620.011763,319.998272,444.402459,164.586224,701.492646,272.013456,341.630195,497.616416,309.652151,206.04672,489.442323,191.779544,759.872376,499.1646,461.891768,166.320176,571.427924
Intel,Lenovo Global Technology,Xeon Bronze 3106,Lenovo Global Technology,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395780800,12,33554432.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,16,cpu2017-20180108-02545.csv,37.287104,683.131723,43.7676,517.643268,51.354256,503.483076,32.069728,654.573598,47.399296,356.460943,91.596592,305.862906,37.741088,485.836536,30.84888,858.896662,86.788192,483.014995,29.735536,581.122723
Intel,NEC Corporation,Xeon E-2278G,NEC Corporation,3400,5000,x86_64,16,2,8,1,1,32,32,256,16384.0,32789116,2,16777216.0,2666,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,16,cpu2017-20200329-21492.csv,44.94112,566.786038,43.942544,515.582322,62.608944,412.976111,24.616512,852.760673,57.882352,291.902412,129.982944,215.535963,50.01304,366.624344,46.314528,572.08832,121.851344,344.025759,32.315744,534.723923
Intel,Hewlett Packard Enterprise,Xeon Gold 6246,HPE,3300,4200,x86_64,96,2,12,4,8,32,32,1024.0,25344.0,792248208,24,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,96,cpu2017-20190819-16795.csv,271.284,563.365277,291.144384,466.902415,484.01088,320.521718,213.82896,589.031432,422.545536,239.917316,755.826144,222.400356,300.149184,366.537786,289.131552,549.839675,640.757376,392.535491,227.389632,455.957475
Intel,NEC Corporation,Xeon E-2224,NEC Corporation,3400,4600,x86_64,4,1,4,1,1,32,32,256,8192.0,32791964,2,16777216.0,2666,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,4,cpu2017-20200329-21518.csv,22.591376,281.877498,26.069824,217.262679,32.807844,197.026053,16.305752,321.849595,32.591572,129.60406,62.30794,112.40943,22.351848,205.08373,18.821768,351.932901,60.31682,173.749218,14.199584,304.234223
Intel,Cisco Systems,Xeon Gold 6142M,Cisco Systems,2600,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,791224900,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,64,cpu2017-20190108-10618.csv,144.542528,704.899924,152.212608,595.377648,222.189632,465.476304,109.944,763.734146,173.626304,389.249837,393.51936,284.773801,167.298688,438.401457,158.236416,669.782592,357.916992,468.488519,131.648448,525.034572
Intel,Dell Inc.,Xeon Gold 6238,Dell Inc.,2100,3700,x86_64,88,2,22,2,4,32,32,1024.0,30976.0,394665484,12,33554432.0,2933,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,88,cpu2017-20190526-14487.csv,187.487256,747.229404,193.400856,644.299249,312.352392,455.280638,157.721784,732.02299,262.16256,354.467049,494.297408,311.731342,198.509784,508.02539,188.57388,772.789898,430.69224,535.324217,162.964032,583.19623
Intel,Dell Inc.,Xeon Gold 5122,Dell Inc.,3600,3700,x86_64,16,2,4,2,4,32,32,1024.0,16896.0,196687088,12,16777216.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,16,cpu2017-20171127-01008.csv,42.298256,602.199772,49.67296,456.103261,66.8312,386.885137,33.185152,632.572184,61.6532,274.049037,113.505728,246.824538,48.205632,380.370555,44.07584,601.145643,103.764416,403.992085,39.513936,437.314136
AMD,Dell Inc.,EPYC 7251,Dell Inc.,2100,2900,x86_64,32,2,8,2,8,32,64,512,32768.0,1052392348,16,67108864.0,2666,120.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 1.3.0 of AOCC,No,ext4,32,cpu2017-20190401-11638.csv,62.844864,810.630978,87.362816,518.664688,120.442336,429.350645,53.272672,788.096149,85.807264,393.812882,192.799232,290.62356,81.619168,449.306149,72.478976,731.136127,209.55088,400.093745,57.51152,600.923069
Intel,Hewlett Packard Enterprise,Xeon Platinum 8260,HPE,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,395888044,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,96,cpu2017-20190513-13848.csv,215.473728,709.283602,229.0392,593.505389,366.255744,423.572866,180.9408,696.095245,299.327616,338.679087,568.834752,295.509349,238.034592,462.185001,229.130784,693.822085,506.799744,496.290714,190.187712,545.145628
Intel,Huawei,Xeon Gold 5118,Huawei,2300,3200,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,394168644,24,16777216.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.2.199 of Intel C/C++,No,xfs,48,cpu2017-20180918-08922.csv,92.356656,827.401066,105.767904,642.614527,148.818576,521.225258,81.268704,774.910727,121.025088,418.822244,215.5404,389.94086,107.762928,510.453758,95.918448,828.704004,224.193792,560.943241,91.472208,566.729636
Intel,Hewlett Packard Enterprise,Xeon Gold 6242,HPE,2800,3900,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,197713604,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,xfs,64,cpu2017-20190415-11874.csv,152.79488,666.828661,158.564864,571.526361,264.396672,391.169809,125.776512,667.596755,219.069568,308.504779,407.242496,275.177585,164.68992,445.345985,156.59392,676.807855,347.322368,482.779162,128.76064,536.809933
AMD,"GIGA-BYTE TECHNOLOGY CO., LTD",EPYC 7601,"GIGA-BYTE TECHNOLOGY CO., LTD.",2200,3200,x86_64,64,2,32,1,4,32,64,512,65536.0,528334532,8,67108864.0,2667,240.0,Ubuntu,16.04,Ubuntu 16.04.4 LTS,C/C++: Version 1.0.0 of AOCC,No,ext4,64,cpu2017-20180427-05036.csv,117.870272,864.407887,100.906688,898.097199,171.380544,603.475776,82.457792,1018.315135,127.208896,531.283589,301.849216,371.2582,151.800832,483.159367,129.895808,815.915438,286.808,584.642001,87.681088,788.311587
Intel,Dell Inc.,Xeon Gold 6138,Dell Inc.,2000,3700,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,196681728,12,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,80,cpu2017-20180205-03327.csv,139.74072,911.402342,156.36816,724.444231,210.12656,615.248313,108.94608,963.412101,171.8,491.73456,365.74632,382.997739,155.63448,589.072534,152.48288,868.819034,351.43008,596.420149,123.1676,701.483144
Intel,Supermicro,Xeon E-2226G,Supermicro,3400,4700,x86_64,6,1,6,1,1,32,32,256,12288.0,131636340,4,33554432.0,2666,4096.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,6,cpu2017-20191210-20379.csv,33.7542,282.9854,34.5234,246.0951,47.4702,204.2551,19.8822,395.9361,46.6602,135.7895,91.2408,115.1461,32.964,208.5911,29.214,340.11,95.964,163.8111,19.8732,326.0708
Intel,Lenovo Global Technology,Xeon Gold 5115,Lenovo Global Technology,2400,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,395893728,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,40,cpu2017-20180709-07748.csv,76.69792,830.270355,85.96464,658.875692,126.35744,511.564674,63.92168,821.004543,103.63352,407.590132,197.33688,354.92605,89.78968,510.526398,83.39188,794.321755,196.44116,533.493111,74.94388,576.431228
Intel,NEC Corporation,Xeon Gold 6142,NEC Corporation,2600,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,197744004,12,16777216.0,2666,600.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,64,cpu2017-20180903-08779.csv,129.585664,786.259743,137.636224,658.431234,201.555072,513.130277,98.72096,850.558808,159.086272,424.826101,351.335808,318.9655,146.427776,500.888598,143.725248,737.406996,331.086272,506.454114,113.047744,611.423026
Intel,Lenovo Global Technology,Xeon Gold 5120,Lenovo Global Technology,2200,3200,x86_64,112,2,14,4,8,32,32,1024.0,19712.0,792255584,48,16777216.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,112,cpu2017-20180122-03007.csv,199.000368,895.998216,216.16056,733.676943,320.018944,565.566422,170.444064,862.124641,271.487552,435.644245,509.220432,385.122025,234.5616,547.199542,214.772432,863.574483,511.123648,574.107636,186.68832,647.924989
Intel,Hewlett Packard Enterprise,Xeon Gold 6252,HPE,2100,3700,x86_64,192,2,24,4,8,32,32,1024.0,36608.0,792230120,24,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,192,cpu2017-20190819-16801.csv,403.683456,757.187331,415.992192,653.5506,676.794624,458.443326,333.135744,756.160357,563.178624,360.013672,1058.139072,317.720075,430.05888,511.632306,414.648,766.7997,914.933952,549.810138,353.976192,585.802147
Intel,ASUSTeK Computer Inc.,Xeon Gold 6246R,ASUSTeK Computer Inc.,3400,4100,x86_64,64,2,16,2,4,32,32,1024.0,36608.0,791190928,24,33554432.0,2933,1024.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.5.281 of Intel C/C++,No,xfs,64,cpu2017-20200413-21911.csv,191.82912,531.1394,218.66368,414.44521,331.7248,311.77648,177.93984,471.8891,349.51424,193.36562,571.95776,195.93056,219.60768,333.97729,190.95808,555.01197,502.31552,333.81422,161.3376,428.4176
Intel,Huawei,Xeon Gold 5215L,Huawei,2500,3400,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,394426740,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,40,cpu2017-20190427-12468.csv,89.36372,712.593571,97.81288,579.064872,159.24896,405.90528,78.94948,664.728953,138.32016,305.378486,232.84044,300.806856,96.81768,473.467303,90.66984,730.56265,205.53244,509.895203,78.3344,551.48173
Intel,Lenovo Global Technology,Xeon Gold 5115,Lenovo Global Technology,2400,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,395893764,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,40,cpu2017-20171225-02216.csv,76.11868,836.588217,85.96636,658.862522,122.2392,528.799324,61.75112,849.863133,101.68872,415.38533,198.37876,353.062016,87.55916,523.5317,82.86052,799.415601,193.27444,542.234149,73.67932,586.324486
