vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,500.perlbench_r,t_500.perlbench_r,502.gcc_r,t_502.gcc_r,505.mcf_r,t_505.mcf_r,520.omnetpp_r,t_520.omnetpp_r,523.xalancbmk_r,t_523.xalancbmk_r,525.x264_r,t_525.x264_r,531.deepsjeng_r,t_531.deepsjeng_r,541.leela_r,t_541.leela_r,548.exchange2_r,t_548.exchange2_r,557.xz_r,t_557.xz_r
Intel,Huawei,Xeon Platinum 8260L,Huawei,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,394416876,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,96,cpu2017-20190428-12621.csv,212.332992,719.77505,224.854272,604.551639,358.965504,432.175225,179.5752,701.388541,300.203616,337.690841,559.236384,300.581295,232.338816,473.515368,223.910208,709.998947,493.486752,509.679367,185.9568,557.548879
Intel,ASUSTeK Computer Inc.,Xeon E-2124,ASUSTeK Computer Inc.,3300,4300,x86_64,4,1,4,1,1,32,32,256,8192.0,65867300,4,16777216.0,2666,500.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,4,cpu2017-20190728-16439.csv,22.005492,289.382308,26.251452,215.7595,32.858816,196.720421,17.897844,293.219664,32.485452,130.027434,58.890288,118.933021,21.703268,211.21243,18.21706,363.615206,60.380424,173.566182,14.715896,293.560102
Intel,NEC Corporation,Xeon Gold 6142,NEC Corporation,2600,3700,x86_64,32,2,16,1,2,32,32,1024.0,22528.0,196476032,6,33554432.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,32,cpu2017-20180903-08760.csv,71.331072,714.190852,77.513888,584.566113,112.895456,458.052044,55.267808,759.646745,91.517568,369.2406,188.527808,297.208124,81.038176,452.527489,76.175424,695.657487,181.58288,461.717571,61.366976,563.169441
Intel,Dell Inc.,Pentium Gold G5500,Dell Inc.,3800,3800,x86_64,4,2,2,1,1,32,32,256,4096.0,65820840,4,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,4,cpu2017-20190401-11595.csv,11.434076,556.931693,14.335672,395.098326,15.151888,426.613554,8.703176,602.998139,15.087268,279.971146,18.8594,371.379784,12.144768,377.446486,10.638748,622.629721,16.518036,634.457928,8.497844,508.364321
Intel,Dell Inc.,Xeon Gold 6230,Dell Inc.,2100,3900,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,394664916,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel,No,ext4,80,cpu2017-20190708-15967.csv,165.89288,767.724287,177.96048,636.545872,282.34088,457.886173,142.53136,736.399263,243.85736,346.431985,434.15296,322.651256,180.56312,507.744867,173.13072,765.202225,443.10288,473.027852,144.60808,597.476908
AMD,Lenovo Global Technology,EPYC 7502,Lenovo Global Technology,2500,3350,x86_64,64,2,32,1,4,32,32,512,131072.0,263945560,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,No,xfs,64,cpu2017-20190903-17658.csv,158.98432,640.868275,166.259776,545.074642,269.25152,384.116693,99.69376,842.259161,181.147712,373.087764,469.826752,238.521978,197.33632,371.670109,195.539328,542.008616,543.043968,308.77796,130.958144,527.802133
Intel,Huawei,Xeon Gold 6138,Huawei,2000,3700,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,394621448,12,33554432.0,2666,1920.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,80,cpu2017-20190414-11837.csv,155.17184,820.767476,162.16304,698.556209,259.76024,497.689776,133.56872,785.812765,219.73752,384.458638,407.1616,344.040272,164.57688,557.064906,159.4408,830.904065,353.33032,593.212591,134.98832,640.055502
Intel,Dell Inc.,Xeon Bronze 3204,Dell Inc.,1900,1900,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,395665932,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,12,cpu2017-20190527-14523.csv,32.39148,589.784816,37.805316,449.460647,50.364132,385.035893,29.567628,532.474148,49.715784,254.888873,70.834356,296.635714,32.410716,424.304161,27.020244,735.448507,73.351848,428.619081,23.526924,550.858153
Intel,Lenovo Global Technology,Xeon Gold 5218,Lenovo Global Technology,2300,3900,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,197697404,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,btrfs,64,cpu2017-20190429-12889.csv,139.942528,728.070191,153.701184,589.611501,251.35136,411.471773,124.282624,675.621457,215.844928,313.113727,334.843968,334.675274,151.207296,485.055951,142.083328,745.928425,319.48992,524.836606,120.309312,574.519266
Intel,NEC Corporation,Xeon Gold 6136,NEC Corporation,3000,3700,x86_64,48,2,12,2,4,32,32,1024.0,25344.0,197745732,12,16777216.0,2666,600.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,48,cpu2017-20180917-08878.csv,107.686176,709.617425,119.651376,568.050383,174.288096,445.056227,85.070832,740.277208,146.224032,346.646121,298.01376,282.027254,124.051104,443.430208,119.176272,666.978361,278.009856,452.358067,94.919424,546.147547
AMD,Supermicro,EPYC 7371,Supermicro,3100,3800,x86_64,64,2,16,2,8,32,64,512,65536.0,1044388548,16,67108864.0,2666,500.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 1.0.0 of AOCC,No,xfs,64,cpu2017-20181224-10344.csv,154.17536,660.857916,174.884928,518.192188,240.27744,430.435776,115.895232,724.516286,184.378944,366.549425,396.87296,282.367457,198.827968,368.881744,173.394112,611.231934,381.191296,439.884116,118.594816,582.824866
Intel,NEC Corporation,Xeon Silver 4112,NEC Corporation,2600,3000,x86_64,16,2,4,2,2,32,32,1024.0,8448.0,197740064,12,16777216.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,16,cpu2017-20181227-10390.csv,32.371936,786.854283,37.393008,605.88866,55.200976,468.397488,27.47688,763.987744,46.558784,362.896066,83.362176,336.075705,37.90736,483.705536,34.884352,759.538126,81.780768,512.589946,31.368944,550.863243
Intel,Lenovo Global Technology,Xeon Silver 4210T,Lenovo Global Technology,2300,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,792295104,24,33554432.0,2933,800.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.5.281 of Intel,No,xfs,40,cpu2017-20200414-22039.csv,74.89928,850.20825,90.30832,627.184619,129.36476,499.672348,80.96592,648.173882,137.61064,306.95301,222.68968,314.518388,85.07232,538.835627,76.24088,868.825013,190.9948,548.706084,66.334,651.249623
Intel,Dell Inc.,Xeon Silver 4109T,Dell Inc.,2000,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,196489992,12,16777216.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20171127-00912.csv,53.705184,948.586372,63.824544,709.946229,87.403968,591.643513,47.695552,880.249987,74.281376,454.918822,131.448576,426.265502,60.258336,608.579542,54.617216,970.243662,129.098624,649.425965,48.223104,716.668694
Intel,Hewlett Packard Enterprise,Xeon Silver 4214R,HPE,2400,3500,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,395905884,24,16777216.0,2933,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,btrfs,48,cpu2017-20200316-21286.csv,106.104,720.198972,119.014176,571.091707,194.569056,398.665628,96.198432,654.646964,161.8968,313.088326,284.842128,295.068719,118.245936,465.199967,109.233072,727.691713,281.498352,446.752166,92.63184,559.634856
Intel,Hewlett Packard Enterprise,Xeon Gold 6230N,HPE,2300,3900,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,395891100,24,16777216.0,2666,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,xfs,80,cpu2017-20190819-16890.csv,171.08832,744.410736,181.60904,623.757399,294.44072,439.069662,147.92816,709.533784,241.97424,349.128077,462.52848,302.857052,188.38208,486.670407,178.87608,740.624307,400.91432,522.805014,150.55192,573.888286
Intel,Huawei,Xeon Silver 4109T,Huawei,2000,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,790512260,24,33554432.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20180909-08829.csv,53.569536,950.988055,64.774912,699.52999,90.49824,571.414488,48.871648,859.066486,74.725696,452.213904,130.389536,429.727748,61.04096,600.777054,54.510496,972.142851,128.651744,651.681845,53.73712,643.130711
Intel,Hewlett Packard Enterprise,Xeon Gold 5220,HPE,2200,3900,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,197712224,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,xfs,72,cpu2017-20190514-14023.csv,153.734112,745.599003,166.568544,612.072417,268.916688,432.669287,134.9874,699.798632,224.956512,337.985274,405.292392,311.064333,165.925728,497.282815,151.727544,785.829685,346.220568,544.854936,134.399808,578.572373
Intel,Huawei,Xeon Silver 4109T,Huawei,2000,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,394174888,12,33554432.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20180827-08679.csv,53.945344,944.363321,64.922272,697.942158,90.64384,570.496567,49.181088,853.661679,74.48912,453.650113,129.88112,431.409931,61.094144,600.254026,54.445632,973.301403,128.451296,652.698716,53.949568,640.59811
Intel,Huawei,Xeon Silver 4210,Huawei,2200,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,394427596,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,40,cpu2017-20190404-11731.csv,84.90516,750.013484,92.99656,609.054814,152.91276,422.724654,75.90724,691.370074,130.66604,323.266832,208.22784,336.362355,91.65984,500.110073,83.16204,796.517416,192.4946,544.430903,73.53556,587.470992
Intel,Dell Inc.,Xeon Silver 4108,Dell Inc.,1800,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,196687624,12,16777216.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20171127-00996.csv,49.289152,1033.574022,60.7552,745.812721,80.61488,641.469638,46.166784,909.398382,69.765056,484.368488,119.443296,469.109672,55.249632,663.75096,49.763776,1064.870716,117.997376,710.524304,45.152288,765.409717
Intel,NEC Corporation,Xeon Gold 6248,NEC Corporation,2500,3900,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,792277856,24,33554432.0,2933,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,80,cpu2017-20200329-21470.csv,177.09928,719.144514,189.64768,597.318152,300.00768,430.922281,156.6656,669.961904,256.0776,329.900004,496.49576,282.137354,199.62296,459.265753,188.83712,701.557014,473.25608,442.889153,155.3412,556.194987
Intel,Dell Inc.,Xeon Gold 6137,Dell Inc.,3900,4100,x86_64,32,2,8,2,4,32,32,1024.0,25344.0,394667272,24,16777216.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.2.20180210 of Intel C/C++,No,xfs,32,cpu2017-20180625-07249.csv,88.65968,574.601696,98.415488,460.415382,144.982496,356.677578,65.117728,644.740028,128.174016,263.641558,237.20944,236.213189,105.632416,347.166172,96.518944,549.032087,231.395168,362.323897,81.173984,425.752121
Intel,Lenovo Global Technology,Xeon Platinum 8153,Lenovo Global Technology,2000,2800,x86_64,128,2,16,4,8,32,32,1024.0,22528.0,1584975588,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,128,cpu2017-20171212-01656.csv,208.117632,979.138835,251.446784,720.820382,351.015552,589.284401,195.99616,856.832903,292.9056,461.472994,530.066048,422.830314,240.75968,609.271453,219.941888,963.74566,518.16128,647.211584,216.086912,639.74241
Intel,Huawei,Xeon Silver 4210,Huawei,2200,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,394426740,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,40,cpu2017-20190425-12278.csv,84.67648,752.038792,93.1692,607.926285,152.85432,422.886327,75.84804,691.909807,131.13328,322.115058,207.93132,336.841986,91.68664,499.963843,83.14548,796.675732,192.62892,544.051267,73.61252,586.856601
AMD,Dell Inc.,EPYC 7272,Dell Inc.,2900,3200,x86_64,24,2,12,1,4,32,32,512,65536.0,263599820,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,No,xfs,24,cpu2017-20200119-20591.csv,61.711128,619.142767,74.997168,453.137046,127.553496,304.060632,43.754664,719.648819,76.941936,329.39124,180.529248,232.782231,73.230192,375.582756,70.4256,564.340298,196.63872,319.774261,51.300624,505.256953
Intel,Lenovo Global Technology,Xeon Gold 6252,Lenovo Global Technology,2100,3700,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,395567524,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.0.117 of Intel,No,xfs,96,cpu2017-20190319-11471.csv,190.457472,802.446761,205.966272,659.991532,284.911008,544.506924,147.382176,854.594622,224.484864,451.594014,497.146656,338.12154,225.009696,488.938857,210.512736,755.184541,478.842048,525.267188,178.132224,582.039502
Intel,Cisco Systems,Xeon Gold 5218N,Cisco Systems,2300,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,791200140,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,64,cpu2017-20191014-19003.csv,135.016704,754.632619,148.234752,611.354591,238.60576,433.451409,121.675264,690.099151,203.244992,332.524805,337.459008,332.081786,145.477568,504.160169,142.645376,742.989447,363.061184,461.850539,120.429824,573.944275
Intel,Dell Inc.,Xeon Platinum 8253,Dell Inc.,2200,3000,x86_64,128,2,16,4,8,32,32,1024.0,22528.0,791018740,24,33554432.0,2933,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel,No,ext4,128,cpu2017-20190708-15994.csv,252.1568,808.132032,284.280064,637.568418,461.01568,448.678917,240.671232,697.781914,406.188672,332.771474,594.884352,376.758945,273.207424,536.910685,245.877376,862.088233,653.506176,513.170369,228.323072,605.457962
Intel,Huawei,Xeon Bronze 3204,Huawei,1900,1900,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,394433036,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,12,cpu2017-20190428-12496.csv,32.71218,584.002619,38.527176,441.039287,50.633172,382.990003,30.489516,516.374195,50.512368,250.869247,70.804596,296.760382,32.591592,421.949272,27.05184,734.58963,73.734672,426.393699,23.99526,540.106695
Intel,Fujitsu,Xeon D-1541,Fujitsu,2100,2700,x86_64,16,2,8,1,1,32,32,256,12288.0,131745784,4,33554432.0,2400,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.1.163 of Intel C/C++,No,xfs,16,cpu2017-20180626-07383.csv,24.117712,1056.153221,27.321792,829.228283,38.53576,670.961115,22.460448,934.620548,26.772016,631.106795,62.526672,448.064771,30.07416,609.692941,28.860672,918.066188,63.184048,663.458674,23.367184,739.498812
Intel,Lenovo Global Technology,Xeon Gold 6130,Lenovo Global Technology,2100,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,395892084,12,33554432.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,64,cpu2017-20180529-06151.csv,121.30592,839.925962,133.791232,677.353873,193.681664,533.989559,98.528768,852.218134,162.07712,416.986688,314.853184,355.924631,136.648768,536.733643,134.933504,785.453569,312.737152,536.169106,109.616256,630.563577
Intel,Lenovo Global Technology,Xeon Gold 6126,Lenovo Global Technology,2600,3700,x86_64,48,2,12,2,4,32,32,1024.0,19712.0,395893124,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,48,cpu2017-20171211-01510.csv,103.206864,740.415738,118.642512,572.880657,173.607936,446.799835,82.9992,758.754291,143.797824,352.494851,281.661312,298.400918,120.40992,456.83944,116.58624,681.795792,267.285168,470.50874,99.518544,520.907993
Intel,Huawei,Xeon Silver 4110,Huawei,2100,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,394148704,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20180201-03133.csv,56.18208,906.765958,69.367392,653.217633,93.399584,553.664131,51.646816,812.905783,78.036512,433.028028,138.77408,403.764197,63.898496,573.910327,57.122848,927.684997,134.547104,623.127433,55.85104,618.788857
Intel,Huawei,Xeon Platinum 8170M,Huawei,2100,3700,x86_64,104,2,26,2,4,32,32,1024.0,36608.0,394148932,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,104,cpu2017-20180626-07483.csv,191.18892,865.991613,205.113064,717.965087,287.656512,584.252478,150.711704,905.357964,215.710352,509.127217,508.74148,357.950003,214.624904,555.313098,215.992088,797.362519,494.891696,550.585121,175.31488,640.675642
Intel,Hewlett Packard Enterprise,Xeon Gold 5118,HPE,2300,3200,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,197552572,24,8388608.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 (x86_64) SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20171128-01134.csv,91.548288,834.707172,106.11696,640.500788,145.06296,534.719631,75.881184,829.929103,120.488976,420.685733,225.94272,371.988079,101.546112,541.704614,95.824944,829.512618,228.274848,550.914867,82.9572,624.900533
Intel,Hewlett Packard Enterprise,Xeon Platinum 8256,HPE,3800,3900,x86_64,16,2,4,2,4,32,32,1024.0,16896.0,395904644,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,16,cpu2017-20190430-13499.csv,47.755856,533.379673,54.705248,414.146774,88.788416,291.209168,40.612912,516.880027,82.606016,204.537147,133.358208,210.080815,52.310208,350.524268,48.244272,549.205011,111.265408,376.756803,40.970224,421.769663
Intel,Cisco Systems,Xeon Bronze 3104,Cisco Systems,1700,,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,395799220,24,16777216.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,12,cpu2017-20180612-06901.csv,28.042044,681.262846,32.172324,528.155911,38.696808,501.126629,24.616584,639.568752,34.976508,362.300338,60.192264,349.081407,28.83588,476.905757,23.293284,853.121447,64.737816,485.651212,22.192824,583.972705
Intel,Fujitsu,Xeon Silver 4208,Fujitsu,2100,3200,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,394983264,12,33554432.0,2933,256.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.1.144 of Intel C/C++,No,btrfs,32,cpu2017-20191111-19638.csv,62.161152,819.547222,65.964512,686.914717,106.507616,485.523919,58.32416,719.838782,93.340448,362.029499,146.977696,381.227882,67.745248,541.321982,61.616224,860.033113,142.767648,587.247845,54.80736,630.572212
Intel,Lenovo Global Technology,Xeon Gold 5117,Lenovo Global Technology,2000,2800,x86_64,56,2,14,2,4,32,32,1024.0,19712.0,197407660,12,16777216.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,56,cpu2017-20180612-06998.csv,89.844552,992.291783,103.915056,763.084779,147.131264,615.069704,77.139832,952.45223,123.744208,477.88895,193.31424,507.236242,100.761136,636.912257,97.06396,955.411276,225.97344,649.279798,83.584368,723.5804
Intel,Cisco Systems,Xeon Gold 6252,Cisco Systems,2100,3700,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,791191736,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,96,cpu2017-20190806-16734.csv,208.6848,732.358174,224.7576,604.811517,355.617792,436.24366,180.051456,699.533467,300.715296,337.11624,529.855776,317.24857,227.731872,483.094527,209.021472,760.572472,548.5728,458.498872,183.750528,564.243152
Intel,Lenovo Global Technology,Xeon Gold 6140,Lenovo Global Technology,2300,3700,x86_64,144,2,18,4,8,32,32,1024.0,25344.0,1584766272,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,144,cpu2017-20171031-00278.csv,293.783328,780.330176,325.845504,625.768892,470.652048,494.429004,239.80536,787.838778,365.368032,416.193994,769.535136,327.65754,341.227296,483.619061,319.853088,745.542197,758.94768,497.109408,286.866576,542.133463
Intel,Hewlett Packard Enterprise,Xeon Gold 6230,HPE,2100,3900,x86_64,160,2,20,4,8,32,32,1024.0,28160.0,791949056,24,33554432.0,2933,480.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,160,cpu2017-20190429-13056.csv,333.83104,763.020577,358.80768,631.424648,577.3352,447.85069,289.57424,724.926517,480.52032,351.61888,878.9464,318.745269,361.95888,506.576899,350.37984,756.208061,770.9608,543.737079,298.71936,578.46951
Intel,Fujitsu,Xeon Gold 6252,Fujitsu,2100,3700,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,394503456,12,33554432.0,2933,480.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.1.144 of Intel C/C++,No,btrfs,96,cpu2017-20190527-14688.csv,208.302336,733.702622,215.959968,629.449946,348.742656,444.843811,175.502208,717.666255,294.858144,343.812743,527.640096,318.580769,227.802624,482.944428,206.64768,769.309491,478.84992,525.258537,181.295904,571.882828
Intel,Lenovo Global Technology,Xeon Platinum 8160,Lenovo Global Technology,2100,3700,x86_64,384,2,24,8,16,32,32,1024.0,33792.0,3170207908,96,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,384,cpu2017-20180108-02517.csv,710.37312,860.572932,765.887232,709.952946,1103.695872,562.24189,578.88576,870.306176,837.622656,484.112882,1905.185664,352.923056,814.897536,540.023682,775.13088,820.382923,1813.68384,554.716317,691.98912,599.315619
Intel,Supermicro,Xeon Gold 5220R,Supermicro,2200,4000,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,394866584,12,33554432.0,2933,200.0,RHEL,8.1,Red Hat Enterprise Linux release 8.1,C/C++: Version 19.0.5.281 of Intel,No,xfs,96,cpu2017-20200414-22055.csv,204.97536,745.611699,224.220768,606.259729,349.920576,443.346381,178.717152,704.756129,340.965888,297.320098,611.491968,274.894866,234.78096,468.589983,212.705472,747.399789,530.801088,473.849847,175.292352,591.468927
Intel,Lenovo Global Technology,Xeon Platinum 8160M,Lenovo Global Technology,2100,3700,x86_64,384,2,24,8,16,32,32,1024.0,33792.0,3170207908,96,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,384,cpu2017-20171223-01960.csv,705.459456,866.566942,774.863616,701.728694,1100.985984,563.625729,578.4192,871.008486,839.028096,483.301986,1923.381504,349.584332,811.819392,542.071295,772.081536,823.622977,1775.052288,566.788947,694.252032,597.362334
Intel,Huawei,Xeon Gold 6138,Huawei,2000,3700,x86_64,160,2,20,4,8,32,32,1024.0,28160.0,1583380332,48,33554432.0,2666,900.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,160,cpu2017-20180529-06580.csv,292.04048,872.207832,328.57008,689.533177,468.76368,551.578621,248.83344,843.616702,367.85328,459.313649,754.30272,371.415863,331.75808,552.691967,318.3696,832.240464,741.3816,565.430869,288.05616,599.88316
Intel,Inspur Corporation,Xeon Platinum 8160,Inspur Corporation,2100,3700,x86_64,96,2,24,2,4,32,32,1024.0,33792.0,790999804,24,33554432.0,2666,200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,96,cpu2017-20180831-08725.csv,183.639168,832.240863,202.81344,670.251567,286.047264,542.344026,148.127808,850.292588,215.2752,470.913594,492.580704,341.255763,217.948128,504.780647,201.129408,790.416397,473.46192,531.235983,182.260224,568.857052
Intel,Fujitsu,Xeon Gold 5118,Fujitsu,2300,3200,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,196501312,12,16777216.0,2666,256.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20180515-05674.csv,91.22112,837.700661,102.445488,663.455234,147.580752,525.596959,77.206704,815.680371,120.932352,419.143378,228.085344,368.493665,102.429936,537.030509,97.008864,819.388893,228.232992,551.015914,82.87872,625.492429
Intel,Huawei,Xeon Gold 5115,Huawei,2400,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,394148704,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,40,cpu2017-20180127-03114.csv,79.66688,799.328522,93.51832,605.656619,131.64072,491.033465,68.34036,767.920893,104.48676,404.261743,196.77688,355.936101,91.9414,498.578406,83.34256,794.792124,195.44356,536.216155,77.8714,554.760829
