vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,603.bwaves_s,t_603.bwaves_s,607.cactuBSSN_s,t_607.cactuBSSN_s,619.lbm_s,t_619.lbm_s,621.wrf_s,t_621.wrf_s,627.cam4_s,t_627.cam4_s,628.pop2_s,t_628.pop2_s,638.imagick_s,t_638.imagick_s,644.nab_s,t_644.nab_s,649.fotonik3d_s,t_649.fotonik3d_s,654.roms_s,t_654.roms_s
Intel,Huawei,Xeon Silver 4210,Huawei,2200,3200,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394431360,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,20,cpu2017-20190404-11738.csv,356.529368,165.478654,89.195506,186.892824,70.582904,74.210605,74.533037,177.451511,46.813985,189.323769,55.273347,214.805156,59.413105,242.808385,107.328224,162.790358,67.138061,135.779911,74.912898,210.177426
Intel,Dell Inc.,Xeon Gold 6132,Dell Inc.,2600,3700,x86_64,56,2,14,2,2,32,32,1024.0,19712.0,196687636,12,16777216.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,56,cpu2017-20180122-02915.csv,392.670123,150.248253,126.512715,131.765412,38.010545,137.803865,77.002877,171.759816,85.271207,103.938953,52.609423,225.682002,88.711499,162.617025,187.389668,93.238865,72.542258,125.664685,89.994836,174.954483
Intel,Supermicro,Xeon W-2102,Supermicro,2900,2900,x86_64,4,1,4,1,1,32,32,1024.0,8448.0,65659752,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,4,cpu2017-20181015-09235.csv,109.922346,536.724354,27.421039,607.927355,11.994838,436.687856,24.443505,541.084441,11.158441,794.286562,22.7362,522.206882,13.384708,1077.797132,27.236001,641.503871,24.127804,377.821374,19.715755,798.599916
Intel,Dell Inc.,Xeon Silver 4116,Dell Inc.,2100,3000,x86_64,24,1,12,2,2,32,32,1024.0,16896.0,196714268,12,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,24,cpu2017-20181001-09027.csv,370.105226,159.408719,95.599893,174.37258,34.508304,151.789554,56.892961,232.471642,49.254393,179.94334,49.584158,239.451482,60.37042,238.958087,107.212996,162.965318,66.199598,137.704763,78.651317,200.187365
Intel,Lenovo Global Technology,Xeon Gold 5120T,Lenovo Global Technology,2200,3200,x86_64,56,1,14,4,4,32,32,1024.0,19712.0,792256420,48,16777216.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20180205-03195.csv,725.047932,81.371172,159.943393,104.224374,69.335474,75.545744,60.736973,217.758631,81.811457,108.33446,41.820867,283.901335,127.252335,113.365307,238.216433,73.345066,94.033465,96.94421,127.597822,123.395523
Intel,Dell Inc.,Xeon E-2244G,Dell Inc.,3800,4800,x86_64,8,2,4,1,1,32,32,256,8192.0,65800812,4,16777216.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,4,cpu2017-20191209-20354.csv,75.697857,779.387979,23.993447,694.773027,13.31632,393.351923,25.658088,515.470986,14.367821,616.864572,22.712664,522.748019,11.33997,1272.13744,25.87853,675.154277,17.213937,529.570895,14.236608,1105.951653
Intel,Dell Inc.,Xeon Gold 6230,Dell Inc.,2100,3900,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,394666088,12,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,40,cpu2017-20200330-21695.csv,463.854187,127.190832,136.255912,122.343315,92.738076,56.481655,111.590574,118.522555,87.169089,101.675951,63.665961,186.488979,112.693071,128.01142,209.814554,83.273537,78.545003,116.060853,122.958099,128.051752
Intel,Lenovo Global Technology,Xeon Platinum 8170,Lenovo Global Technology,2100,3700,x86_64,104,1,26,4,4,32,32,1024.0,36608.0,792255244,48,16777216.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,104,cpu2017-20171226-02229.csv,789.558049,74.722815,204.152214,81.65476,80.772588,64.848733,69.766383,189.575545,143.212877,61.886893,56.890437,208.699397,224.473992,64.265797,392.207093,44.547894,102.043816,89.334174,131.613949,119.630177
Intel,Lenovo Global Technology,Xeon Platinum 8176M,Lenovo Global Technology,2100,3800,x86_64,224,1,28,8,8,32,32,1024.0,39424.0,3170210052,96,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,224,cpu2017-20171211-01470.csv,969.764592,60.837445,228.820853,72.851752,67.570851,77.518633,39.112393,338.15369,166.518958,53.225171,53.571043,221.630927,288.140847,50.065793,496.915283,35.160923,112.814181,80.805444,72.374652,217.548541
Intel,Huawei,Xeon Platinum 8164,Huawei,2000,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,394149468,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,52,cpu2017-20180604-06617.csv,510.611865,115.543731,173.833635,95.896286,44.933804,116.571478,79.98013,165.366072,101.264763,87.523041,53.329335,222.635439,118.306298,121.937718,233.847276,74.715431,85.348836,106.808721,136.973852,114.948947
Intel,Hewlett Packard Enterprise,Xeon Silver 4210,HPE,2200,3200,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,395904324,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,20,cpu2017-20190415-11870.csv,335.425537,175.890007,88.592823,188.164227,70.351169,74.455053,74.500014,177.530169,46.702162,189.777082,55.630897,213.424565,59.442061,242.690105,110.002863,158.83223,63.363438,143.868455,73.116058,215.342573
Intel,Hewlett Packard Enterprise,Xeon Platinum 8280,HPE,2700,4000,x86_64,112,1,28,4,4,32,32,1024.0,39424.0,792245484,24,33554432.0,2933,600.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,112,cpu2017-20190319-11394.csv,784.074456,75.245405,234.273795,71.156059,164.249567,31.890495,147.263326,89.811906,177.143935,50.03276,53.112853,223.542876,282.209739,51.118009,513.048212,34.055279,112.692123,80.892965,314.645049,50.040514
Intel,"New H3C Technologies Co., Ltd.",Xeon Silver 4210,"New H3C Technologies Co., Ltd.",2200,3200,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,196370336,12,16777216.0,2666,480.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,20,cpu2017-20190917-18497.csv,349.225131,168.939732,88.246122,188.903486,68.604679,76.350478,81.596591,162.090105,46.500621,190.599606,54.229953,218.938049,59.64815,241.851591,111.645912,156.494758,65.862334,138.409915,74.408302,211.602732
Intel,Huawei,Xeon Platinum 8158,Huawei,3000,3700,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,394149468,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,24,cpu2017-20180618-07066.csv,479.359167,123.076816,128.840856,129.384424,44.735296,117.088752,82.960317,159.42562,73.626451,120.377933,66.227913,179.274862,87.498126,164.872103,159.330915,109.658568,83.731637,108.871633,115.036835,136.869204
Intel,Supermicro,Xeon Gold 6242,Supermicro,2800,3900,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,791182216,24,33554432.0,2933,200.0,RHEL,7.6,Red Hat Enterprise Linux Server 7.6 (Maipo),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,32,cpu2017-20190819-17121.csv,514.062706,114.7681,140.019273,119.055039,98.780459,53.026682,122.598239,107.880832,86.438207,102.535676,67.199351,176.683255,115.521346,124.877354,208.603856,83.756841,83.985799,108.54216,155.389248,101.326187
AMD,Lenovo Global Technology,EPYC 7H12,Lenovo Global Technology,2600,3300,x86_64,256,2,64,2,4,32,32,512,262144.0,1056661920,32,33554432.0,3200,960.0,SLES,12.5,SUSE Linux Enterprise Server 12 SP5 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,128,cpu2017-20200413-22026.csv,701.629228,84.087147,314.316275,53.035752,80.197647,65.313637,136.537393,96.867237,133.484734,66.397106,71.624783,165.766646,365.158003,39.506186,486.036331,35.94793,100.199349,90.978635,366.409512,42.971046
Intel,"New H3C Technologies Co., Ltd.",Xeon Platinum 8180,"New H3C Technologies Co., Ltd.",2500,3800,x86_64,224,1,28,8,8,32,32,1024.0,39424.0,791094188,48,16777216.0,2666,480.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 19.0.0.117 of Intel,Yes,xfs,224,cpu2017-20190326-11557.csv,929.753087,63.455557,208.033196,80.131442,109.428411,47.866911,137.584278,96.13017,172.474636,51.387266,53.083441,223.666737,300.350675,48.030523,489.21101,35.71465,104.394073,87.322965,50.531115,311.590195
Intel,Lenovo Global Technology,Xeon Platinum 8280L,Lenovo Global Technology,2700,4000,x86_64,112,2,28,2,2,32,32,1024.0,39424.0,197697816,12,16777216.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,xfs,56,cpu2017-20190926-18627.csv,487.179696,121.101106,183.947373,90.623746,98.805137,53.013438,135.013495,97.960578,122.261376,72.492232,62.999797,188.460925,176.361106,81.798081,318.982755,54.774121,86.153161,105.811556,151.34238,104.035631
Intel,Huawei,Xeon Gold 6230,Huawei,2100,3900,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,196235740,12,16777216.0,2933,3840.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,40,cpu2017-20190427-12451.csv,471.586083,125.105473,143.324524,116.309474,93.021731,56.309423,109.682113,120.58484,88.52151,100.122558,59.056014,201.046417,109.178298,132.132487,205.303765,85.103164,83.127459,109.662922,120.841321,130.294835
Intel,Hewlett Packard Enterprise,Xeon Gold 6244,HPE,3600,4400,x86_64,32,1,8,4,4,32,32,1024.0,25344.0,792261584,24,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,32,cpu2017-20190902-17370.csv,804.508981,73.334172,138.958731,119.963675,137.228589,38.169889,131.643633,100.468209,98.113217,90.334414,61.137415,194.201864,125.15225,115.267604,254.846444,68.558932,110.966998,82.150551,197.390937,79.765567
Intel,Cisco Systems,Xeon Gold 6140M,Cisco Systems,2300,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,791225548,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,36,cpu2017-20190205-11015.csv,483.254156,122.084827,138.550291,120.317322,92.352851,56.717253,115.907637,114.108098,85.348484,103.844844,63.407089,187.250356,109.456257,131.796942,200.715216,87.048707,79.829026,114.194052,112.794622,139.589988
Intel,Dell Inc.,Xeon Gold 6248R,Dell Inc.,3000,4000,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,394831808,24,16777216.0,2933,1966.08,RHEL,8.1,Red Hat Enterprise Linux 8.1,C/C++: Version 19.0.5.281 of Intel C/C++,Yes,tmpfs,48,cpu2017-20200511-22407.csv,538.743603,109.510349,178.751519,93.257949,104.026621,50.352496,136.546251,96.860953,117.028721,75.733546,67.338029,176.319388,162.817271,88.602394,308.959879,56.551032,89.521398,101.830403,167.152355,94.195502
Intel,Supermicro,Celeron G4920,Supermicro,3200,3200,x86_64,2,1,2,1,1,32,32,256,2048.0,65878308,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.0.117 of Intel C/C++,Yes,xfs,2,cpu2017-20191028-19349.csv,56.75837,1039.45903,14.12567,1180.12136,9.30197,563.1067,11.9051,1110.9565,7.43606,1191.89512,11.26829,1053.66438,3.95,3652.124,11.81878,1478.32554,15.46998,589.2703,9.65491,1630.77653
Intel,Lenovo Global Technology,Xeon Gold 6230T,Lenovo Global Technology,2100,3900,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,395881448,12,33554432.0,2666,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,40,cpu2017-20190903-17629.csv,460.106311,128.226887,144.960448,114.996885,92.00496,56.931713,109.893527,120.352857,88.332229,100.337104,58.560516,202.747531,109.467926,131.782893,205.739436,84.922951,80.887216,112.700133,121.417058,129.677001
Intel,Lenovo Global Technology,Xeon Gold 6150,Lenovo Global Technology,2700,3700,x86_64,72,1,18,4,4,32,32,1024.0,25344.0,1584766852,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,72,cpu2017-20171212-01721.csv,835.835328,70.585674,216.258133,77.083806,79.558434,65.8384,77.406723,170.863712,146.901213,60.333062,57.105665,207.912824,189.920801,75.957978,365.389943,47.817408,107.780941,84.578961,179.622187,87.656209
Intel,Hewlett Packard Enterprise,Xeon Gold 6238,HPE,2100,3700,x86_64,88,1,22,4,4,32,32,1024.0,30976.0,792249988,24,33554432.0,2666,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,88,cpu2017-20190709-16152.csv,830.753732,71.017436,200.969994,82.947706,131.698505,39.772661,135.575707,97.55435,148.107329,59.841738,52.52229,226.056402,216.453747,66.647033,377.535187,46.27913,105.352183,86.528819,243.624315,64.628196
Intel,Hewlett Packard Enterprise,Xeon Silver 4114,HPE,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,197751336,12,16777216.0,2666,480.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,20,cpu2017-20171226-02248.csv,325.665281,181.161467,85.646644,194.636931,32.752588,159.926295,51.792181,255.366731,42.294753,209.553178,51.717795,229.572817,53.331759,270.495486,93.728399,186.410951,63.868948,142.729765,66.687945,236.099642
Intel,Lenovo Global Technology,Xeon Platinum 8158,Lenovo Global Technology,3000,3700,x86_64,48,1,12,4,4,32,32,1024.0,25344.0,1584975652,48,33554432.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20180611-06811.csv,830.633565,71.02771,179.696247,92.767658,79.472713,65.909415,84.91091,155.763258,113.753343,77.914194,46.301897,256.425777,84.356913,171.011474,286.40719,61.004055,109.772265,83.044656,229.084218,68.730182
Intel,Hewlett Packard Enterprise,Xeon Gold 6144,HPE,3500,4200,x86_64,64,2,8,4,8,32,32,1024.0,25344.0,792071360,48,16777216.0,2666,480.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,64,cpu2017-20171226-02327.csv,817.778928,72.144192,155.997237,106.860867,74.591146,70.222812,72.318613,182.885145,117.561752,75.390166,53.434019,222.199269,116.062864,124.29471,240.871611,72.536568,96.142997,94.817098,170.393589,92.403711
Intel,Cisco Systems,Xeon Gold 6238,Cisco Systems,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,791203140,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,44,cpu2017-20190625-15895.csv,526.39261,112.079841,154.001507,108.245694,103.675305,50.523121,118.819596,111.311606,97.152776,91.22745,59.876618,198.291093,124.432496,115.934346,227.782118,76.70488,84.147621,108.333425,136.565631,115.292551
Intel,Huawei,Xeon Gold 6144,Huawei,3500,4200,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,394174996,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20180712-07854.csv,428.526307,137.676495,103.053522,161.760604,42.707933,122.647004,63.508126,208.256814,54.675369,162.102243,64.188713,184.970213,68.72241,209.916969,122.178616,143.003748,80.891284,112.694465,107.498256,146.467493
Intel,Huawei,Xeon Gold 6130,Huawei,2100,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394144876,24,16777216.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,ext4,32,cpu2017-20171218-01931.csv,483.312287,122.070143,135.819435,122.736485,43.868252,119.40298,82.040765,161.212538,73.88576,119.955456,64.533895,183.980836,84.261252,171.205621,159.42773,109.591976,78.789006,115.701421,139.506953,112.861758
Intel,Lenovo Global Technology,Xeon Gold 5218T,Lenovo Global Technology,2100,3800,x86_64,128,2,16,4,4,32,32,1024.0,22528.0,1584960356,48,33554432.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,tmpfs,64,cpu2017-20191014-19173.csv,793.827836,74.320901,160.068029,104.14322,148.510514,35.27023,117.405443,112.652358,109.312818,81.079238,55.26612,214.833248,145.815641,98.933145,269.976992,64.716626,108.057872,84.362202,271.395198,58.015028
Intel,NEC Corporation,Xeon Silver 4110,NEC Corporation,2100,3000,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,197751392,24,8388608.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,16,cpu2017-20180809-08261.csv,298.137292,197.888696,75.798392,219.925509,33.748358,155.207551,51.389669,257.366906,34.02333,260.497722,45.519116,260.835468,41.961074,343.794819,82.771976,211.085936,63.152834,144.348233,64.620445,243.653538
Intel,Fujitsu,Xeon Platinum 8280,Fujitsu,2700,4000,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,790874728,24,33554432.0,2933,1126.4,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,56,cpu2017-20190402-11691.csv,511.009554,115.45381,187.425425,88.942042,107.154443,48.882714,136.770732,96.701976,125.398068,70.67892,63.90003,185.805859,177.182435,81.418906,327.817689,53.297917,87.277381,104.448597,161.346621,97.584938
Intel,Dell Inc.,Xeon Gold 6132,Dell Inc.,2600,3700,x86_64,56,2,14,2,2,32,32,1024.0,19712.0,196682072,12,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,56,cpu2017-20180205-03340.csv,386.418818,152.6789,124.981039,133.380232,37.498567,139.685336,75.336199,175.559693,84.058028,105.439067,51.00504,232.780916,88.512102,162.983362,185.272348,94.304413,72.209928,126.243028,88.287952,178.336904
Intel,Cisco Systems,Xeon Gold 6238M,Cisco Systems,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,791011860,24,33554432.0,2933,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,44,cpu2017-20190917-18387.csv,528.141875,111.70862,154.304533,108.033119,103.801394,50.46175,119.070555,111.077,97.670514,90.743866,59.959973,198.015434,128.073046,112.638845,228.077818,76.605433,84.266214,108.180961,137.383,114.606611
Intel,Hewlett Packard Enterprise,Xeon E-2224,HPE,3400,4600,x86_64,4,1,4,1,1,32,32,256,8192.0,32783352,2,16777216.0,2666,1024.0,RHEL,8.0,Red Hat Enterprise Linux release 8.0 (Ootpa),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,4,cpu2017-20200120-20615.csv,82.940866,711.32607,38.963404,427.837358,15.927772,328.859547,31.483054,420.099016,18.305101,484.181975,31.282592,379.540159,20.056624,719.263625,36.975121,472.533955,17.788912,512.454039,15.574638,1010.938394
Intel,Cisco Systems,Xeon Gold 5218N,Cisco Systems,2300,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,791205448,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,32,cpu2017-20190930-18838.csv,485.14033,121.610174,132.887229,125.444711,91.801841,57.057679,109.886363,120.360704,72.576264,122.119816,64.460354,184.190735,83.163885,173.46472,180.495409,96.800246,78.449673,116.201886,148.17942,106.256321
Intel,Dell Inc.,Xeon Gold 5222,Dell Inc.,3800,3900,x86_64,32,2,4,4,8,32,32,1024.0,16896.0,791037464,24,33554432.0,2933,1638.4,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,32,cpu2017-20190805-16521.csv,498.347698,118.387223,85.723957,194.461393,61.991779,84.495075,100.433539,131.689076,69.192621,128.091694,55.002629,215.862408,66.632171,216.502025,135.638493,128.812991,86.503691,105.382786,125.139399,125.819687
Intel,Hewlett Packard Enterprise,Xeon Platinum 8276,HPE,2200,4000,x86_64,112,1,28,4,4,32,32,1024.0,39424.0,792245488,24,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,112,cpu2017-20190625-15749.csv,775.930208,76.035189,225.820494,73.819695,154.484651,33.906281,142.311146,92.937204,169.569504,52.267653,51.226711,231.773614,261.276908,55.213452,471.430762,37.061646,112.97789,80.688354,321.576632,48.961891
Intel,Lenovo Global Technology,Xeon Gold 6134,Lenovo Global Technology,3200,3700,x86_64,16,1,8,2,4,32,32,1024.0,25344.0,395892088,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,16,cpu2017-20180527-05857.csv,424.001433,139.145756,93.232524,178.800265,40.436397,129.536764,77.416314,170.842543,47.893854,185.055059,61.296772,193.696986,63.652041,226.638452,117.569059,148.610529,72.204786,126.252018,104.958606,150.01152
Intel,Huawei,Xeon Silver 4114,Huawei,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394174584,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,20,cpu2017-20180709-07657.csv,360.80757,163.516525,89.093969,187.105819,35.024835,149.551025,52.732769,250.811785,43.444746,204.006255,53.446299,222.148215,52.779556,273.32553,93.536998,186.792396,64.893748,140.475781,70.749346,222.546226
