vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,503.bwaves_r,t_503.bwaves_r,507.cactuBSSN_r,t_507.cactuBSSN_r,508.namd_r,t_508.namd_r,510.parest_r,t_510.parest_r,511.povray_r,t_511.povray_r,519.lbm_r,t_519.lbm_r,521.wrf_r,t_521.wrf_r,526.blender_r,t_526.blender_r,527.cam4_r,t_527.cam4_r,538.imagick_r,t_538.imagick_r,544.nab_r,t_544.nab_r,549.fotonik3d_r,t_549.fotonik3d_r,554.roms_r,t_554.roms_r
Intel,Fujitsu,Xeon Gold 5120,Fujitsu,2200,3200,x86_64,56,2,14,2,4,32,32,1024.0,19712.0,394266892,24,16777216.0,2666,192.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,56,cpu2017-20180417-05016.csv,412.877416,1360.132535,128.409792,552.10749,105.426328,504.617783,93.584288,1565.390872,169.712312,770.480343,94.16288,626.82864,171.515064,731.364247,143.950576,592.481134,141.099112,694.150277,205.466016,677.834695,182.566664,516.238882,121.769032,1792.179995,74.893224,1188.144745
Intel,Lenovo Global Technology,Xeon Platinum 8256,Lenovo Global Technology,3800,3900,x86_64,32,2,4,4,8,32,32,1024.0,16896.0,792198812,48,16777216.0,2933,800.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel,No,xfs,32,cpu2017-20191208-20277.csv,575.23648,557.850572,98.808032,410.00722,91.756768,331.310749,117.654976,711.504204,143.539328,520.554242,92.333984,365.282607,176.324608,406.522966,136.141312,357.980999,149.60176,374.11328,300.799872,264.574586,204.885344,262.859206,166.685088,748.141275,100.752448,504.682469
Intel,Dell Inc.,Xeon Silver 4110,Dell Inc.,2100,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,196687624,12,16777216.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20171127-00957.csv,304.86576,1052.581268,68.024544,595.549785,55.45824,548.160283,57.456576,1456.961554,90.184704,828.521807,64.496,522.947152,93.303008,768.249491,76.185792,639.699388,69.037536,810.689478,110.062944,723.077076,96.15088,560.119763,87.64608,1422.813195,49.486752,1027.507339
Intel,Lenovo Global Technology,Xeon Gold 6146,Lenovo Global Technology,3200,4200,x86_64,48,2,12,2,4,32,32,1024.0,25344.0,395884728,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20180806-08131.csv,453.336768,1061.78023,126.622704,479.913983,118.928736,383.422926,112.960848,1111.606331,187.608912,597.412942,91.486944,552.99701,185.927232,578.290807,164.404272,444.659959,173.872464,482.836658,248.17056,481.02404,218.588736,369.570724,125.80152,1486.913537,90.374688,843.953175
Intel,Lenovo Global Technology,Xeon Gold 6240L,Lenovo Global Technology,2600,3900,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,792239644,24,33554432.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,No,xfs,72,cpu2017-20190916-18093.csv,504.134928,1432.188101,174.069072,523.654181,155.911752,438.709752,115.758216,1627.11553,240.670368,698.548803,116.8704,649.334769,216.508752,744.912094,233.63892,469.33956,243.216576,517.760717,511.585272,350.017892,366.51456,330.617181,163.430568,1716.839472,92.077056,1242.524134
Intel,Supermicro,Celeron G4900,Supermicro,3100,3100,x86_64,2,1,2,1,1,32,32,256,2048.0,65878272,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.0.117 of Intel C/C++,No,xfs,2,cpu2017-20190415-12066.csv,56.265518,356.452774,8.965376,282.419828,6.300174,301.578984,9.86983,530.100343,12.39898,376.643875,11.418666,184.609996,12.523242,357.73485,9.483206,321.199362,10.345802,338.108161,11.053506,449.992953,10.581346,318.106994,12.307202,633.287702,8.21401,386.899983
Intel,Huawei,Xeon Gold 6146,Huawei,3200,4200,x86_64,48,2,12,2,4,32,32,1024.0,25344.0,394174208,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20180626-07468.csv,485.10792,992.241047,140.196192,433.449758,120.820752,377.418582,119.939328,1046.929145,191.07792,586.567059,101.18976,499.971565,200.357808,536.639912,170.438064,428.918317,179.611152,467.409735,252.842544,472.135751,222.24432,363.491843,137.115408,1364.223212,97.22184,784.515169
Intel,Hewlett Packard Enterprise,Xeon Gold 6252,HPE,2100,3700,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,197706556,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,xfs,96,cpu2017-20190415-11856.csv,489.5664,1966.409439,200.240928,606.948756,179.805888,507.213713,126.436416,1986.263928,278.70816,804.282163,117.274848,862.793594,217.614144,988.170913,274.729824,532.188351,275.671872,609.072006,591.079776,403.925173,426.277152,379.021036,161.015808,2323.448329,93.75744,1627.007389
Intel,Dell Inc.,Xeon Gold 6230T,Dell Inc.,2100,3900,x86_64,160,2,20,4,8,32,32,1024.0,28160.0,791013084,24,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel,No,ext4,160,cpu2017-20190708-15970.csv,984.7456,1629.334453,339.9752,595.808034,302.5656,502.370457,234.91632,1781.741273,463.17696,806.603258,227.87456,740.056151,422.15184,848.983652,442.6032,550.560909,472.32032,592.479328,997.7632,398.812072,714.39328,376.935257,315.92848,1973.610744,184.68304,1376.629125
Intel,Cisco Systems,Xeon Gold 6130,Cisco Systems,2100,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,791224904,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,64,cpu2017-20181211-10245.csv,449.513344,1427.748565,140.068288,578.460755,133.445504,455.616701,103.26048,1621.375512,204.905152,729.312963,104.1328,647.78834,194.174592,738.304634,175.607872,555.054778,192.926336,580.200744,392.493696,405.530056,282.983616,380.629792,141.147776,1766.999401,85.73344,1186.188505
Intel,Dell Inc.,Xeon Silver 4114,Dell Inc.,2200,3000,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,196682072,12,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,40,cpu2017-20180205-03253.csv,333.0836,1204.262173,84.70112,597.866965,70.094,542.129258,67.70212,1545.593868,109.87216,850.078889,73.60512,572.786194,119.03948,752.691565,98.534,618.263685,88.75676,788.221643,143.69712,692.289485,125.72808,535.441329,99.63424,1564.52265,57.62228,1103.045245
Intel,Dell Inc.,Xeon Gold 6242,Dell Inc.,2800,3900,x86_64,128,2,16,4,8,32,32,1024.0,22528.0,791018980,24,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,128,cpu2017-20190916-17980.csv,963.455232,1332.271594,319.690112,506.890898,293.675776,414.062101,224.922368,1488.727253,450.065152,664.081708,216.71872,622.521135,413.062016,694.133022,422.395904,461.519667,449.50528,498.04088,986.819328,322.587927,692.66752,311.006377,304.5344,1637.963013,177.61088,1145.154833
AMD,Supermicro,EPYC 7281,Supermicro,2100,2700,x86_64,64,2,16,2,8,32,64,512,32768.0,1056765588,16,67108864.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 1.0.0 of AOCC,No,xfs,64,cpu2017-20180529-06193.csv,533.90816,1202.064363,170.119296,476.277526,127.774528,475.838295,134.717632,1242.776926,160.063424,933.630055,126.600512,532.825582,190.507648,752.515663,173.033408,563.313265,152.581312,733.615369,234.228864,679.540533,196.909632,547.012326,158.365568,1574.888099,85.60992,1187.899837
Intel,Lenovo Global Technology,Xeon Silver 4214,Lenovo Global Technology,2200,3200,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,395577608,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,48,cpu2017-20190430-13397.csv,368.150928,1307.463753,97.603296,622.601798,93.212496,489.204807,76.963968,1631.517094,136.806048,819.261915,89.084688,567.908916,148.56384,723.729231,127.0068,575.59116,138.667968,605.417314,286.959504,416.002942,208.900032,386.711309,120.427344,1553.268316,67.316208,1133.040384
Intel,Huawei,Xeon Platinum 8158,Huawei,3000,3700,x86_64,48,2,12,2,4,32,32,1024.0,25344.0,394148932,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20180618-07075.csv,480.734976,1001.266854,133.486032,455.238645,111.97728,407.225547,115.710192,1085.194168,175.786416,637.591862,98.151552,515.447864,192.965184,557.198912,159.42816,458.538752,179.827872,466.846491,242.590272,492.088994,207.289248,389.716269,136.793616,1367.431999,93.941232,811.911965
Intel,Dell Inc.,Xeon Gold 6230,Dell Inc.,2100,3900,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,196507568,12,16777216.0,2933,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,80,cpu2017-20190429-12795.csv,482.74272,1661.837709,175.15616,578.226962,158.8136,478.548467,119.47664,1751.639036,245.12216,762.068941,112.78048,747.64702,209.65424,854.740495,237.42688,513.168449,238.10216,587.64685,498.84896,398.838162,359.63608,374.378424,156.858,1987.52975,91.12456,1395.013353
Intel,Hewlett Packard Enterprise,Xeon Gold 6240Y,HPE,2600,3900,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,197711076,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,xfs,72,cpu2017-20190819-16818.csv,454.125096,1589.9056,168.506928,540.939195,151.097616,452.687417,107.492688,1752.231155,236.63808,710.451925,109.89108,690.574799,197.04168,818.506964,229.236264,478.3537,231.531696,543.891007,508.571352,352.092168,356.766336,339.650879,152.981712,1834.101873,85.551048,1337.306716
Intel,Lenovo Global Technology,Xeon Silver 4109T,Lenovo Global Technology,2000,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,395919828,12,33554432.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,32,cpu2017-20171225-02167.csv,304.21248,1054.8417,67.078848,603.946047,53.354592,569.772767,57.75632,1449.399514,86.569856,863.117834,63.911712,527.72812,88.06464,813.947538,73.550528,662.619396,65.006688,860.957775,105.13728,756.953109,92.565376,581.815754,87.575232,1423.96413,50.779232,1001.35403
Intel,Supermicro,Xeon Platinum 8160,Supermicro,2100,3700,x86_64,96,2,24,2,4,32,32,1024.0,33792.0,791216120,24,33554432.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,No,xfs,96,cpu2017-20181112-09656.csv,485.0568,1984.691427,216.172416,562.217977,196.790976,463.435967,116.794656,2150.235402,318.284064,704.276475,117.26736,862.848733,213.666432,1006.428613,272.421792,536.697208,269.70384,622.549439,608.483616,392.372104,439.143744,367.915951,157.74288,2371.656884,89.69952,1700.611512
Intel,Lenovo Global Technology,Xeon Platinum 8168,Lenovo Global Technology,2700,3700,x86_64,192,2,24,4,8,32,32,1024.0,33792.0,1584766272,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,192,cpu2017-20171031-00284.csv,947.216256,2032.66776,440.20224,552.182458,426.027264,428.141678,236.012928,2128.154434,681.150336,658.180601,232.583232,870.088403,415.562112,1034.93555,580.415616,503.804582,517.401792,649.027481,905.825856,527.147731,787.684608,410.235238,309.988032,2413.71845,207.573888,1469.779661
Intel,Dell Inc.,Xeon E-2246G,Dell Inc.,3600,4800,x86_64,12,2,6,1,1,32,32,256,12288.0,65800056,4,16777216.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,12,cpu2017-20191111-19716.csv,69.083532,1741.891326,37.685292,403.128053,34.33578,332.015186,16.484796,1904.300765,50.47674,555.107162,17.037096,742.379853,31.30788,858.569881,49.829328,366.771929,44.149788,475.381646,113.547348,262.833076,79.109244,255.292544,21.690924,2155.924912,12.01458,1587.072299
Intel,Lenovo Global Technology,Xeon Gold 6126,Lenovo Global Technology,2600,3700,x86_64,48,2,12,2,4,32,32,1024.0,19712.0,395892048,12,33554432.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20180529-06141.csv,426.137904,1129.549802,119.736432,507.514709,105.917712,430.522988,101.020176,1242.998993,168.446592,665.374072,89.84976,563.073374,176.604048,608.819582,148.76688,491.399754,153.219552,547.919662,221.34168,539.329081,196.875648,410.330073,120.653424,1550.357917,79.672128,957.323776
Intel,Cisco Systems,Xeon Gold 6138,Cisco Systems,2000,3700,x86_64,160,2,20,4,8,32,32,1024.0,28160.0,791027172,48,16777216.0,2666,600.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,160,cpu2017-20180103-02423.csv,932.41984,1720.769821,333.1928,607.936179,281.076,540.779014,199.52352,2097.79788,438.15936,852.657654,221.69504,760.684592,419.0344,855.299752,398.784,611.057648,424.97232,658.489876,597.96704,665.454749,512.30896,525.620367,287.22848,2170.814814,176.89632,1437.225974
Intel,Epsylon Sp. z o.o. Sp. Komandytowa,Xeon Silver 4108,Epsylon Sp. z o.o. Sp. Komandytowa,1800,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,131460424,8,16777216.0,2666,960.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,32,cpu2017-20180416-04926.csv,258.09088,1243.344978,59.562784,680.156377,50.116352,606.588375,54.562144,1534.250627,75.403488,990.935583,57.112768,590.550935,90.280736,793.967794,61.808288,788.502783,61.377984,911.857715,95.053344,837.256307,83.877216,642.081319,71.584416,1742.055274,45.157696,1126.009662
Intel,Hewlett Packard Enterprise,Xeon Gold 6132,HPE,2600,3700,x86_64,56,2,14,2,4,32,32,1024.0,19712.0,197551516,24,8388608.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 (x86_64) SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,56,cpu2017-20171114-00757.csv,426.466096,1316.794054,137.416216,515.921576,121.306584,438.558178,93.891504,1560.269252,191.998744,681.046048,100.532656,587.112741,184.16552,681.126373,164.2592,519.228179,176.513288,554.881804,257.570432,540.714188,224.697032,419.444816,132.31988,1649.276231,77.548072,1147.468683
Intel,Dell Inc.,Xeon Silver 4215,Dell Inc.,2500,3500,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,196517772,12,16777216.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,32,cpu2017-20190401-11576.csv,318.212352,1008.433538,78.636064,515.183527,70.165472,433.261547,62.963936,1329.522763,110.692192,675.025001,68.871264,489.725247,124.041632,577.870489,98.289472,495.841475,101.309568,552.445349,214.927936,370.282225,153.820928,350.121399,104.559776,1192.657589,54.13984,939.197327
Intel,Hewlett Packard Enterprise,Xeon E-2224,HPE,3400,4600,x86_64,4,1,4,1,1,32,32,256,8192.0,32783352,2,16777216.0,2666,1024.0,RHEL,8.0,Red Hat Enterprise Linux release 8.0 (Ootpa),C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,4,cpu2017-20200120-20609.csv,78.083456,513.706762,26.20464,193.248219,22.096468,171.973173,19.373332,540.123871,33.843252,275.97822,17.989536,234.358445,35.803748,250.253139,26.767696,227.587755,32.705432,213.909421,74.23854,134.000478,43.096816,156.206432,22.684576,687.162983,15.592704,407.626528
Intel,Huawei,Xeon Gold 6130T,Huawei,2100,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,394148932,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,64,cpu2017-20180711-07829.csv,473.153472,1356.413995,151.264768,535.643455,125.493248,484.488215,108.294912,1546.000938,197.053056,758.374475,107.585984,626.996249,202.816576,706.845476,176.628736,551.846821,180.541696,620.000807,253.819328,627.091661,224.431296,479.933005,142.009216,1756.280228,87.238592,1165.722548
Intel,Tyrone Systems,Xeon Silver 4216,Netweb Pte Ltd,2100,3200,x86_64,64,2,16,2,2,32,32,1024.0,22528.0,394860940,12,33554432.0,2933,480.0,CentOS,7,CentOS Linux release 7.7.1908 (Core),C/C++: Version 19.0.4.243 of Intel C/C++,No,xfs,64,cpu2017-20191108-19550.csv,416.542016,1540.761649,131.621312,615.58414,128.3152,473.833132,94.126528,1778.712638,191.689472,779.594301,97.578368,691.300755,177.014272,809.878067,162.770432,598.831173,185.673472,602.8648,368.21504,432.269168,257.142592,418.880476,129.004224,1933.331573,77.621568,1310.151272
Intel,Hewlett Packard Enterprise,Xeon Gold 6142,HPE,2600,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,395924524,24,16777216.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 (x86_64) SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,64,cpu2017-20171114-00826.csv,441.417472,1453.934288,149.750208,541.060971,133.514368,455.381661,100.563584,1664.857555,207.767104,719.266932,102.54016,657.849739,193.939008,739.201463,186.187392,523.515581,193.497664,578.487546,287.857792,552.939685,248.576832,433.314667,135.176128,1845.059802,79.9776,1271.555844
Intel,Hewlett Packard Enterprise,Xeon Gold 6242,HPE,2800,3900,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,197713604,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,xfs,64,cpu2017-20190415-11864.csv,440.97696,1455.386752,155.229248,521.963473,136.801472,444.439605,103.00544,1625.389474,215.054784,694.892766,103.283136,653.117356,185.413376,773.191225,209.373568,465.541135,212.491392,526.778908,471.18016,337.807077,324.163968,332.276257,149.229056,1671.309796,81.512768,1247.6084
AMD,Supermicro,EPYC 7F72,Supermicro,3200,3700,x86_64,48,2,24,1,2,32,32,512,196608.0,528307292,8,67108864.0,3200,200.0,Ubuntu,19.04,Ubuntu 19.04,C/C++/Fortran: Version 2.0.0 of AOCC,No,ext4,48,cpu2017-20200331-21866.csv,319.377072,1507.133811,268.1628,226.608611,151.590336,300.810755,177.43464,707.685967,227.210496,493.28705,83.515008,605.783347,212.506272,505.961559,224.794704,325.203418,208.940592,401.798465,611.783088,195.127977,276.361728,292.312525,113.549424,1647.353476,84.928128,898.07701
Intel,Dell Inc.,Xeon E-2174G,Dell Inc.,3800,4700,x86_64,8,2,4,1,1,32,32,256,8192.0,65820248,4,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.20180210 of Intel C/C++,No,xfs,8,cpu2017-20190107-10482.csv,73.66136,1089.091992,28.12572,360.097401,24.928928,304.866735,17.723856,1180.781564,37.835048,493.722074,17.808728,473.475745,33.410312,536.361348,35.794112,340.391142,36.723056,381.014029,85.386152,233.012018,56.774192,237.149993,22.556192,1382.148413,12.563912,1011.786902
Intel,Lenovo Global Technology,Xeon Platinum 8156,Lenovo Global Technology,3600,3700,x86_64,16,2,4,2,2,32,32,1024.0,16896.0,395893524,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,16,cpu2017-20180612-07014.csv,256.124624,626.445027,45.898368,441.322931,43.139216,352.34759,52.475328,797.632046,69.218352,539.74123,43.040736,391.814903,79.774128,449.268452,58.08312,419.536659,67.661264,413.589641,88.91192,447.544069,74.226768,362.780205,65.68144,949.309294,48.059936,529.006148
Intel,Cisco Systems,Xeon Platinum 8158,Cisco Systems,3000,3700,x86_64,96,2,12,4,8,32,32,1024.0,25344.0,791190356,48,16777216.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,96,cpu2017-20171031-00400.csv,958.479072,1004.39122,264.165216,460.075728,226.982112,401.793767,235.522656,1066.292439,363.0792,617.385926,198.252192,510.380164,393.809568,546.05071,330.844896,441.923152,330.444864,508.115007,492.702624,484.576302,428.441088,377.106699,267.705504,1397.475927,192.281088,793.33858
Intel,Lenovo Global Technology,Xeon Gold 6130T,Lenovo Global Technology,2100,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,395592052,12,33554432.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,64,cpu2017-20171211-01516.csv,441.315584,1454.270043,142.688384,567.838898,124.877056,486.878808,105.966912,1579.964853,196.144704,761.88648,99.556736,677.563424,190.247104,753.546296,172.759744,564.205605,167.058944,670.03891,252.723072,629.811926,223.027776,482.953283,129.742528,1922.33075,81.965184,1240.721473
Intel,Supermicro,Xeon W-2195,Supermicro,2300,4300,x86_64,36,2,18,1,1,32,32,1024.0,25344.0,65655080,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,36,cpu2017-20181002-09068.csv,162.607176,2220.12324,80.111052,568.910288,76.326264,448.076501,41.354136,2277.304882,120.576924,697.148241,39.475872,961.194776,73.366596,1099.137555,104.063076,526.872725,95.5395,659.036205,163.718748,546.864726,141.056316,429.530578,48.794652,2875.151191,31.51188,1815.314791
Intel,Lenovo Global Technology,Xeon Gold 6138,Lenovo Global Technology,2000,3700,x86_64,160,2,20,4,8,32,32,1024.0,28160.0,1584766272,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,160,cpu2017-20171113-00494.csv,896.7736,1789.169381,333.7272,606.962868,289.42512,525.179094,205.82016,2033.619933,472.54032,790.620338,218.8624,770.529961,383.1864,935.314993,414.46512,587.938592,394.84864,708.727208,607.30528,655.222314,536.93632,501.511969,295.16784,2112.425538,192.47136,1320.924073
Intel,Fujitsu,Xeon Silver 4208,Fujitsu,2100,3200,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,394983264,12,33554432.0,2933,256.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.0.117 of Intel C/C++,No,btrfs,32,cpu2017-20191111-19649.csv,277.6944,1155.572495,66.927712,605.309881,58.460224,520.011754,49.39744,1694.6623,92.956,803.82128,61.941408,544.514518,100.684928,711.923907,82.871488,588.091336,80.631296,694.122405,166.316192,478.510211,127.462016,422.525921,96.514208,1292.079139,46.452512,1094.622974
Intel,Huawei,Xeon Silver 4216,Huawei,2100,3200,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,394420964,12,33554432.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,64,cpu2017-20190429-12735.csv,432.575488,1483.653265,136.022784,595.664871,118.426112,513.400345,100.267712,1669.769493,183.951616,812.387442,98.13664,687.368125,176.42432,812.586362,180.068736,541.304474,179.751168,622.727502,370.09856,430.069199,276.793408,389.142198,136.74048,1823.95136,79.596544,1277.643311
Intel,Huawei,Xeon Gold 6130,Huawei,2100,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,394144364,24,16777216.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,64,cpu2017-20171214-01924.csv,465.503232,1378.705811,147.821184,548.12174,121.962368,498.514365,104.878848,1596.35616,191.427776,780.66007,106.454656,633.659426,197.64544,725.339269,173.506624,561.776855,177.993344,628.877469,252.037568,631.524962,222.438272,484.233196,139.557248,1787.137659,84.740928,1200.0817
Intel,Huawei,Xeon Gold 5118,Huawei,2300,3200,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,394148168,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20180115-02620.csv,391.342128,1229.982639,112.65384,539.422445,90.29064,505.035656,83.319696,1507.062416,142.53648,786.324899,91.03608,555.73562,157.56024,682.405593,129.050688,566.474988,123.872544,677.728972,183.515856,650.494238,163.14312,495.172515,119.98464,1558.999405,70.446384,1082.695679
Intel,Hewlett Packard Enterprise,Xeon Gold 6136,HPE,3000,3700,x86_64,48,2,12,2,4,32,32,1024.0,25344.0,792266192,24,33554432.0,2666,480.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 18.0.2.199 of Intel C/C++,No,xfs,48,cpu2017-20190118-10730.csv,457.77336,1051.489794,127.431264,476.868763,115.633392,394.349724,111.729792,1123.854307,183.04752,612.30002,95.850336,527.822784,195.318672,550.484957,171.999792,425.0238,175.884576,477.313,391.2504,305.114083,273.809472,295.03727,141.024192,1326.410929,89.625792,851.005038
Intel,Huawei,Xeon Gold 6148,Huawei,2400,3700,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,394116700,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,80,cpu2017-20171213-01905.csv,495.37752,1619.451816,192.86096,525.145128,162.45992,467.807652,117.04544,1788.024011,255.99504,729.701607,117.77784,715.924276,220.85256,811.401122,231.59624,526.08805,237.80848,588.372717,340.04664,585.09622,304.15408,442.670351,150.61712,2069.884359,93.8396,1354.652485
Intel,Hewlett Packard Enterprise,Xeon Platinum 8260L,HPE,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,395612640,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,96,cpu2017-20190610-15130.csv,527.110272,1826.350374,218.230848,556.914928,197.915904,460.801806,131.51424,1909.572025,303.921024,737.559966,126.509664,799.812406,235.412448,913.460479,299.294496,488.508826,302.740608,554.613436,643.985472,370.741268,471.07152,342.979737,172.165152,2172.982775,99.643008,1530.90461
