vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,503.bwaves_r,t_503.bwaves_r,507.cactuBSSN_r,t_507.cactuBSSN_r,508.namd_r,t_508.namd_r,510.parest_r,t_510.parest_r,511.povray_r,t_511.povray_r,519.lbm_r,t_519.lbm_r,521.wrf_r,t_521.wrf_r,526.blender_r,t_526.blender_r,527.cam4_r,t_527.cam4_r,538.imagick_r,t_538.imagick_r,544.nab_r,t_544.nab_r,549.fotonik3d_r,t_549.fotonik3d_r,554.roms_r,t_554.roms_r
Intel,Lenovo Global Technology,Xeon Gold 5220S,Lenovo Global Technology,2700,3900,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,197684344,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,72,cpu2017-20190902-17567.csv,449.87544,1604.924312,153.037656,595.618113,146.925216,465.54307,109.334232,1722.717455,216.601848,776.170721,105.90444,716.570742,194.933376,827.359726,198.994248,551.05105,219.847176,572.797826,446.692824,400.866107,317.911032,381.163262,142.466832,1969.469325,87.404904,1308.942075
Intel,Lenovo Global Technology,Xeon Gold 6226,Lenovo Global Technology,2700,3700,x86_64,48,2,12,2,4,32,32,1024.0,19712.0,395880772,12,33554432.0,2933,480.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.0.117 of Intel,No,xfs,48,cpu2017-20190916-18068.csv,463.38312,1038.760363,128.608896,472.50225,117.596832,387.765533,109.155936,1150.354541,183.22896,611.693693,98.739888,512.376529,188.396976,570.709859,174.780768,418.261096,178.213296,471.075946,376.348032,317.195759,275.12184,293.629919,142.764576,1310.240798,86.13216,885.522735
Intel,Dell Inc.,Celeron G4900,Dell Inc.,3100,3100,x86_64,2,1,2,1,1,32,32,256,2048.0,65821136,4,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,2,cpu2017-20190401-11590.csv,56.092792,357.550402,9.067756,279.231157,6.314918,300.874863,9.9573,525.443637,12.514456,373.168436,11.494936,183.385091,12.736198,351.753342,9.530868,319.593128,10.381122,336.957791,11.067356,449.429854,10.369284,324.612567,12.580956,619.507816,8.19163,387.956992
Intel,NEC Corporation,Xeon Bronze 3104,NEC Corporation,1700,1700,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,395932708,24,16777216.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,12,cpu2017-20181112-09517.csv,206.625576,582.386752,34.299576,442.920904,26.039676,437.79353,32.215512,974.437423,42.520824,658.971189,47.83308,264.419486,40.60572,661.975738,36.672972,498.350688,27.813,754.611073,88.620324,336.762485,51.109692,395.15008,72.951684,641.027028,35.132556,542.744468
Intel,Lenovo Global Technology,Xeon Gold 6238L,Lenovo Global Technology,2100,3700,x86_64,88,2,22,2,4,32,32,1024.0,30976.0,395871888,24,16777216.0,2933,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel,No,xfs,88,cpu2017-20190917-18267.csv,524.331104,1683.028201,193.741944,575.032946,172.08356,485.810518,122.70544,1876.10299,264.206272,777.725551,122.935208,754.478468,218.011376,904.173075,259.591464,516.288147,256.678488,599.629507,548.290424,399.160696,394.206032,375.702032,169.134768,2027.590133,97.829248,1429.347221
Intel,Lenovo Global Technology,Xeon Platinum 8160M,Lenovo Global Technology,2100,3700,x86_64,192,2,24,4,8,32,32,1024.0,33792.0,1584974096,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,192,cpu2017-20180528-06016.csv,972.230976,1980.368774,391.011648,621.648931,347.527872,524.850074,227.525184,2207.544559,536.667456,835.377552,231.549504,873.972715,434.584512,989.634953,488.15424,599.023884,501.100992,670.140282,739.908288,645.355637,636.690816,507.52421,297.315264,2516.602138,185.289408,1646.54848
AMD,Lenovo Global Technology,EPYC 7402,Lenovo Global Technology,2800,3350,x86_64,48,2,24,1,4,32,32,512,131072.0,263945864,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,No,xfs,48,cpu2017-20190916-18042.csv,295.221264,1630.451647,261.127584,232.713826,139.82976,326.110869,106.239216,1181.936204,210.317616,532.908287,75.95208,666.104163,182.797056,588.193356,201.677904,362.479006,180.530544,465.029399,560.36952,213.030853,248.282688,325.371069,104.435616,1791.113345,68.077728,1120.366096
Intel,Cisco Systems,Xeon Silver 4116,Cisco Systems,2100,3000,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,394831812,24,16777216.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20171225-02066.csv,378.98136,1270.099453,100.621728,603.925326,80.4192,567.028764,77.890992,1612.099295,126.519024,885.874514,85.51848,591.591592,144.158064,745.847946,115.443696,633.243639,111.791472,750.969604,165.33408,722.029077,145.122288,556.661651,114.73632,1630.312008,65.846352,1158.332922
Intel,Dell Inc.,Xeon Silver 4110,Dell Inc.,2100,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,196687636,12,16777216.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,32,cpu2017-20180122-02880.csv,213.871616,1500.414209,64.1696,631.326965,51.339296,592.139039,38.421312,2178.791501,90.298816,827.47472,59.716,564.806842,71.385248,1004.12893,73.25792,665.265925,60.02304,932.441885,108.658304,732.424424,83.990944,641.211895,84.70848,1472.154658,43.12528,1179.076099
Intel,Lenovo Global Technology,Xeon Gold 6148,Lenovo Global Technology,2400,3700,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,395749780,12,33554432.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,80,cpu2017-20180528-05944.csv,453.37112,1769.499456,172.7868,586.155926,151.96808,500.105054,111.73376,1873.024395,238.92176,781.845823,107.61568,783.529163,201.53168,889.19031,213.6524,570.271981,222.2036,629.692775,327.22752,608.017356,283.87192,474.298351,137.7328,2263.513721,86.10744,1476.294547
Intel,Fujitsu,Xeon Gold 6246,Fujitsu,3300,4200,x86_64,96,2,12,4,8,32,32,1024.0,25344.0,1583531696,48,33554432.0,2933,480.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.0.117 of Intel C/C++,No,xfs,96,cpu2017-20190917-18464.csv,982.10736,980.226811,254.92944,476.743727,269.125344,338.87554,238.804704,1051.637669,402.836448,556.454097,211.8408,477.641656,394.970688,544.445484,373.503936,391.449647,407.083392,412.45602,853.718688,279.661208,608.401344,265.561531,289.476096,1292.376272,199.391328,765.048424
Intel,Dell Inc.,Xeon Gold 6240,Dell Inc.,2600,3900,x86_64,144,2,18,4,8,32,32,1024.0,25344.0,791015792,24,33554432.0,2933,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel,No,ext4,144,cpu2017-20190708-15956.csv,968.26464,1491.360877,334.850688,544.433663,305.250624,448.156368,229.714848,1639.876486,472.145328,712.153548,224.662896,675.57232,413.453376,780.160417,444.35016,493.556698,476.03592,529.069336,1020.044016,351.090731,731.063088,331.506272,305.568864,1836.469896,180.618336,1266.848271
AMD,Hewlett Packard Enterprise,EPYC 7742,HPE,2250,3400,x86_64,256,2,64,2,8,32,32,512,262144.0,1056543496,16,67108864.0,3200,800.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++/Fortran: Version 2.0.0 of AOCC,No,btrfs,128,cpu2017-20200413-21968.csv,689.625088,1861.278126,689.271296,235.100474,478.799744,253.968386,451.284224,741.989176,717.707264,416.437223,173.68064,776.782178,477.237504,600.791058,664.072064,293.558492,630.681728,354.968278,1639.025792,194.222684,905.899008,237.801348,237.490944,2100.358343,201.855104,1007.613658
Intel,Hewlett Packard Enterprise,Xeon Platinum 8260,HPE,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,395612640,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,96,cpu2017-20190415-11906.csv,527.69664,1824.320741,224.073312,542.394004,205.821696,443.101923,131.529696,1909.348634,317.130624,706.838059,126.510624,799.806443,236.778048,908.19231,310.076448,471.522412,303.811296,552.658791,651.016704,366.737123,480.769728,336.061068,172.2336,2172.119735,99.689184,1530.195426
Intel,Lenovo Global Technology,Xeon E5-2699A v4,Lenovo Global Technology,2400,3600,x86_64,88,2,22,2,4,32,32,256,56320.0,263427800,16,16777216.0,2400,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,88,cpu2017-20180109-02608.csv,297.07964,2970.462618,148.487944,750.28309,158.163984,528.56541,78.73184,2923.950669,248.251256,827.709903,74.047424,1252.60323,136.071936,1448.645474,216.532184,618.956509,178.959264,860.039127,346.432152,631.742686,303.149088,488.551632,100.21352,3422.054101,70.558312,1981.794205
Intel,Cisco Systems,Xeon Gold 6240,Cisco Systems,2600,3900,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,791211848,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,72,cpu2017-20190930-18889.csv,504.164304,1432.104537,167.658336,543.677078,165.692232,412.813575,116.689608,1614.128694,245.316528,685.318765,118.678032,639.444469,215.549064,748.228757,223.955496,489.633063,241.904736,520.568548,501.561144,357.01328,362.864016,333.943313,160.03368,1753.280582,96.197832,1189.298918
Intel,Lenovo Global Technology,Xeon Gold 5217,Lenovo Global Technology,3000,3700,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,395884632,12,33554432.0,2933,480.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,btrfs,32,cpu2017-20190429-13113.csv,331.713344,967.389519,86.911616,466.128712,79.556768,382.117024,67.08816,1247.790953,126.210752,592.02563,73.263616,460.364844,133.186176,538.193969,112.215296,434.307936,111.247616,503.09399,240.695648,330.641643,175.865728,306.23363,109.619936,1137.603278,58.463168,869.74417
Intel,ASUSTeK Computer Inc.,Xeon E-2136,ASUSTeK Computer Inc.,3300,4500,x86_64,12,2,6,1,1,32,32,256,12288.0,65864004,4,16777216.0,2666,500.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,12,cpu2017-20190826-17245.csv,71.639232,1679.749916,38.575896,393.821058,36.807624,309.71841,18.12252,1732.209503,57.656172,485.98442,16.881276,749.232678,33.194604,809.770081,51.844536,352.515417,48.851832,429.625665,121.302936,246.028664,79.60104,253.715297,23.34588,2003.094256,15.11676,1261.381131
Intel,NEC Corporation,Pentium Gold G5420,NEC Corporation,3800,3800,x86_64,4,2,2,1,1,32,32,256,4096.0,65880068,4,16777216.0,2666,2048.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.0.117 of Intel C/C++,No,ext4,4,cpu2017-20191111-19574.csv,66.043584,607.356511,12.249044,413.419981,8.857444,429.017711,12.841708,814.844947,17.245752,541.582619,15.043616,280.251774,19.0863,469.446652,14.723684,413.755194,15.834116,441.83076,14.258416,697.693257,16.632292,404.754829,13.645116,1142.386763,9.395884,676.466382
Intel,Tyrone Systems,Xeon Gold 6242,Netweb Pte Ltd,2800,3900,x86_64,64,2,16,2,2,32,32,1024.0,22528.0,394671632,12,33554432.0,2933,480.0,CentOS,7,CentOS Linux release 7.7.1908 (Core),C/C++: Version 19.0.4.243 of Intel C/C++,No,xfs,64,cpu2017-20191108-19519.csv,473.346944,1355.85959,144.405632,561.086168,137.538176,442.05917,109.160192,1533.745955,213.987136,698.359662,109.054976,618.550234,202.439744,708.161233,191.41184,509.226631,215.267136,519.986407,432.6304,367.907589,290.97248,370.179317,146.53728,1702.010506,89.672384,1134.084034
Intel,Cisco Systems,Xeon Gold 6226R,Cisco Systems,2900,3900,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,791170752,24,33554432.0,2933,240.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,btrfs,64,cpu2017-20200413-22030.csv,497.15456,1290.930509,157.878464,513.204995,157.825216,385.236308,115.164672,1453.77931,234.019072,638.58051,114.812608,587.531278,211.618944,677.444061,215.69344,451.900566,230.058624,486.554282,487.917632,326.219002,353.970624,304.296455,156.103296,1597.711298,94.55904,1075.475921
Intel,Lenovo Global Technology,Xeon Silver 4209T,Lenovo Global Technology,2200,3200,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,197400236,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.0.117 of Intel,No,btrfs,32,cpu2017-20190429-12859.csv,305.950784,1048.848456,69.80192,580.385058,58.63632,518.449984,58.609344,1428.304472,92.276512,809.740305,63.482688,531.294585,109.275232,655.958353,85.275808,571.510366,83.539776,669.956297,175.704576,452.942121,130.082784,414.013328,101.904384,1223.735532,51.17808,993.550549
Intel,NEC Corporation,Xeon Gold 6148,NEC Corporation,2400,3700,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,197741252,12,16777216.0,2666,600.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,80,cpu2017-20180903-08778.csv,437.86856,1832.148095,166.51328,608.239726,147.48016,515.323645,104.16496,2009.120913,232.69344,802.772995,102.71032,820.949473,190.33272,941.509216,218.93216,556.519354,226.73464,617.109121,504.56088,394.323104,354.0364,380.299921,145.70824,2139.61843,80.59552,1577.258977
Intel,Inspur Corporation,Xeon Gold 6246R,Inspur Corporation,3400,4100,x86_64,64,2,16,2,4,32,32,1024.0,36608.0,790936652,24,33554432.0,2933,2048.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4,C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,64,cpu2017-20200427-22216.csv,546.721792,1173.891432,186.110976,435.35322,182.219904,333.66284,148.534144,1127.175153,281.573824,530.731179,115.917824,581.92956,234.500992,611.340705,265.380288,367.291771,257.0528,435.459159,560.09472,284.180507,412.1952,261.313074,165.287872,1508.930748,114.740352,886.314237
Intel,Lenovo Global Technology,Xeon Platinum 8260L,Lenovo Global Technology,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,792232344,24,33554432.0,2933,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,96,cpu2017-20190416-12124.csv,537.51552,1790.995648,221.789088,547.979966,202.939776,449.39447,133.27248,1884.380551,313.5504,714.90892,126.42192,800.367531,232.951584,923.110223,305.052768,479.287576,295.563168,568.081561,629.238528,379.430013,468.921504,344.552347,172.888416,2163.89281,105.335616,1448.170946
AMD,Hewlett Packard Enterprise,EPYC 7252,HPE,3100,3200,x86_64,32,2,8,2,2,32,32,512,65536.0,1056594204,16,67108864.0,3200,800.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++/Fortran: Version 2.0.0 of AOCC,No,btrfs,32,cpu2017-20200330-21622.csv,326.538528,982.720206,239.147296,169.401884,90.512992,335.863437,121.553632,688.68374,131.02304,570.28143,85.929184,392.509237,155.306752,461.538172,134.320864,362.832692,126.335488,443.010891,348.636864,228.271905,158.21968,340.387517,122.724672,1016.12818,82.973184,612.824432
Intel,Lenovo Global Technology,Xeon Platinum 8276,Lenovo Global Technology,2200,4000,x86_64,112,2,28,2,4,32,32,1024.0,39424.0,395868056,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.0.117 of Intel,No,xfs,112,cpu2017-20191014-19114.csv,508.76672,2207.565553,226.935296,624.812453,231.636384,459.340711,130.384464,2247.13934,341.564384,765.6537,124.18952,950.54735,226.43376,1107.962129,316.490384,538.961004,334.308016,585.950677,713.662656,390.302069,526.973328,357.69554,163.16328,2675.014199,99.03488,1797.024385
Intel,Inspur Corporation,Xeon Gold 6132,Inspur Corporation,2600,3700,x86_64,56,2,14,2,4,32,32,1024.0,19712.0,394653788,24,16777216.0,2666,200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,56,cpu2017-20180709-07695.csv,442.862728,1268.040728,143.540488,493.909496,131.525912,404.483075,98.563248,1486.314564,208.806472,626.225718,101.227952,583.080211,189.248472,662.832354,169.953448,501.83159,173.804904,563.528422,263.928504,527.688369,231.305536,407.461098,131.256216,1662.641064,80.006864,1112.204938
Intel,Dell Inc.,Xeon Platinum 8253,Dell Inc.,2200,3000,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,791052432,24,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,64,cpu2017-20190527-14601.csv,467.444224,1372.980936,137.932864,587.416175,117.028352,519.532139,105.083328,1593.249623,184.926592,808.104308,103.167424,653.849907,190.23392,753.598485,168.857472,577.244247,168.3632,664.848385,342.724928,464.419066,253.257984,425.305483,146.912384,1697.664938,83.946688,1211.435591
Intel,Dell Inc.,Xeon Gold 6252N,Dell Inc.,2300,3600,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,196504616,12,16777216.0,2933,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,96,cpu2017-20190805-16540.csv,498.673344,1930.498095,208.393056,583.205681,190.562016,478.584432,130.3464,1926.68083,295.308096,759.071633,117.19344,863.393224,221.298816,971.717644,289.757376,504.587608,293.31744,572.431003,638.715264,373.800343,457.988928,352.777085,161.494368,2316.563779,98.53776,1548.076457
Intel,Cisco Systems,Xeon Silver 4208,Cisco Systems,2100,3200,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,791206632,24,33554432.0,2933,600.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,btrfs,32,cpu2017-20190430-13555.csv,316.478336,1013.958813,67.181312,603.024772,60.343328,503.784027,59.457536,1407.929396,92.839968,804.825674,71.724448,470.244032,113.474816,631.681942,74.66624,652.717957,86.278304,648.691454,171.203424,464.850497,127.326656,422.975063,101.564224,1227.833855,54.486784,933.217368
Intel,Inspur Corporation,Xeon Gold 5218,Inspur Corporation,2300,3900,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,394570248,24,16777216.0,2933,480.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4,C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,64,cpu2017-20190926-18651.csv,467.252288,1373.544935,149.299328,542.694982,130.248448,466.80015,106.774144,1568.020529,203.915264,732.853418,104.889536,643.114814,196.953088,727.889115,192.35872,506.719924,179.854784,622.368819,376.074944,423.234824,283.852416,379.464761,145.78208,1710.827721,84.048704,1209.965055
Intel,Fujitsu,Xeon Bronze 3104,Fujitsu,1700,1700,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,394417256,24,16777216.0,2666,384.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,12,cpu2017-20180403-04888.csv,229.858728,523.521556,34.845312,435.984036,26.462988,430.790398,34.344516,914.032297,42.551136,658.501855,58.37094,216.683143,42.131016,638.009815,34.305876,532.736697,30.101064,697.251165,56.614344,527.145604,41.386272,487.987888,60.988644,766.765637,35.878872,531.454765
Intel,Huawei,Xeon Gold 6142,Huawei,2600,3700,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,394116700,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,64,cpu2017-20180122-02661.csv,470.119872,1365.166623,160.732672,504.091568,134.25472,452.870538,107.521408,1557.122203,212.208576,704.212907,107.970432,624.763516,208.17728,688.6439,190.375488,511.998748,199.758976,560.355268,290.078336,548.706935,249.333568,431.999582,142.7744,1746.867977,86.740032,1172.423046
AMD,Tyrone Systems,EPYC 7702,Netweb Pte Ltd,2000,3350,x86_64,256,2,64,2,2,32,32,512,262144.0,528253524,16,33554432.0,3200,960.0,Ubuntu,19.04,Ubuntu 19.04,C/C++/Fortran: Version 2.0.0 of AOCC,No,ext4,128,cpu2017-20191123-19974.csv,610.066304,2104.007472,620.80384,261.029326,414.355456,293.467863,398.03968,841.242719,626.0864,477.378246,163.037184,827.492143,428.370048,669.327829,583.119616,334.312183,561.492352,398.708928,1465.94816,217.153649,767.149824,280.810838,219.265536,2274.940679,180.10176,1129.317091
Intel,Fujitsu,Xeon Platinum 8280,Fujitsu,2700,4000,x86_64,112,2,28,2,4,32,32,1024.0,39424.0,790851796,24,33554432.0,2933,240.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.0.117 of Intel C/C++,No,xfs,112,cpu2017-20190319-11498.csv,537.628784,2089.054981,266.562464,531.927965,259.724752,409.664407,132.639248,2208.938057,405.555696,644.843576,130.90616,901.775792,238.996576,1049.722071,376.560352,452.984516,361.45984,541.9357,800.553824,347.939106,606.246816,310.922849,175.497504,2487.010066,104.359584,1705.335263
Intel,ASUSTeK Computer Inc.,Xeon Gold 6144,ASUSTeK Computer Inc.,3500,4200,x86_64,32,2,8,2,4,32,32,1024.0,25344.0,196656412,12,16777216.0,2666,240.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,32,cpu2017-20180528-06083.csv,437.920832,732.771707,103.055264,393.109499,97.633216,311.369403,108.759328,769.699428,157.962912,473.022402,80.749088,417.688882,156.192416,458.921096,131.207456,371.442265,131.929504,424.226519,191.069632,416.518303,169.848512,317.08257,113.60272,1097.720266,88.507744,574.503391
Intel,NEC Corporation,Xeon E3-1230 v6,NEC Corporation,3500,3900,x86_64,8,2,4,1,1,32,32,256,8192.0,65915156,4,16777216.0,2400,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,8,cpu2017-20181029-09323.csv,66.524592,1205.930026,25.501664,397.150611,21.900552,347.02319,15.966064,1310.780097,34.362968,543.608395,16.326632,516.456755,30.47944,587.937364,31.159312,391.022766,32.791656,426.693946,73.69028,269.994894,48.600608,277.033571,20.617088,1512.143633,11.270528,1127.897609
Intel,Lenovo Global Technology,Xeon Platinum 8268,Lenovo Global Technology,2900,3900,x86_64,96,1,24,4,8,32,32,1024.0,36608.0,1584953936,48,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,tmpfs,96,cpu2017-20190625-15715.csv,1093.781184,880.146788,405.61296,299.635365,435.805248,209.267783,366.93264,684.41985,638.4816,351.082936,256.581408,394.354437,539.01552,398.949582,535.351104,273.106753,596.473056,281.494673,1302.398304,183.317192,846.602688,190.842759,342.1656,1093.36533,255.813216,596.309999
Intel,Supermicro,Xeon E-2146G,Supermicro,3500,4500,x86_64,12,2,6,1,1,32,32,256,12288.0,65689304,4,16777216.0,2666,2048.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.199 of Intel C/C++,No,xfs,12,cpu2017-20181112-09622.csv,70.399428,1709.332006,38.118276,398.548937,34.121952,334.095814,18.283548,1716.953373,52.2759,536.002271,16.973496,745.161824,32.277312,832.78317,49.060308,372.52109,44.422608,472.462129,113.548524,262.830362,78.1419,258.452884,21.712452,2153.787305,12.20388,1562.453407
Intel,Dell Inc.,Xeon Gold 5220,Dell Inc.,2200,3900,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,394686856,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,72,cpu2017-20190527-14580.csv,463.080168,1559.15983,157.37112,579.216927,137.737584,496.596589,109.004544,1727.928507,212.165568,792.399957,106.763904,710.801967,196.305768,821.575448,201.327696,544.664224,218.926872,575.20572,457.967952,390.996798,320.170824,378.472986,148.088664,1894.703088,85.72572,1334.581751
Intel,NEC Corporation,Xeon Gold 5118,NEC Corporation,2300,3200,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,197745876,24,8388608.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,48,cpu2017-20180709-07634.csv,373.148976,1289.951208,113.43528,535.706259,94.125648,484.458885,77.131296,1627.977596,152.53344,734.789606,88.572816,571.191026,151.279488,710.737473,136.777824,534.472592,121.760352,689.485411,286.474368,416.70742,208.708656,387.065885,124.865424,1498.060811,66.258432,1151.129194
AMD,Supermicro,EPYC 7401,Supermicro,2000,3000,x86_64,96,2,24,2,8,32,64,512,65536.0,1056765968,16,67108864.0,2666,500.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 1.0.0 of AOCC,No,xfs,96,cpu2017-20180402-04855.csv,621.934752,1547.89233,237.448512,511.841439,187.533408,486.313437,158.6472,1582.984023,240.925056,930.413794,152.657088,662.818972,256.850688,837.218036,262.174368,557.674717,226.793376,740.339131,360.10512,663.006398,305.978496,528.037166,189.536352,1973.827575,108.405216,1407.164662
Intel,Epsylon Sp. z o.o. Sp. Komandytowa,Xeon Silver 4114,Epsylon Sp. z o.o. Sp. Komandytowa,2200,3000,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,394680272,24,16777216.0,2666,960.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,40,cpu2017-20190204-10930.csv,334.02348,1200.873687,81.05252,624.78002,73.21004,519.054605,67.50772,1550.044546,111.94048,834.371976,77.68248,542.7222,123.34712,726.405231,89.8388,678.103344,85.54468,817.818065,142.82116,696.535529,124.1228,542.366167,97.54844,1597.975214,57.97848,1096.268769
Intel,Fujitsu,Xeon Gold 6252,Fujitsu,2100,3700,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,394945224,12,33554432.0,2933,128.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.0.117 of Intel C/C++,No,btrfs,96,cpu2017-20191111-19635.csv,502.501536,1915.790999,198.189312,613.231831,183.988032,495.684413,121.22976,2071.569938,284.777472,787.140866,120.031968,842.97566,226.838112,947.988933,266.065248,549.519431,276.711072,606.784584,595.860384,400.684456,436.732704,369.94711,161.910336,2310.612516,93.66432,1628.624604
